,ids,e_value,hit_start,hit_end,bitscore,protein_length
516,Q2P3M0,1.50995e-18,90,323,88.7717,351
517,Q8D9G5,1.56282e-18,91,335,88.3865,336
518,Q081J9,1.58441e-18,91,323,88.3865,339
519,B1XV77,1.62411e-18,93,328,88.3865,344
520,Q7SFX7,1.67348e-18,264,434,89.9273,536
521,Q7VTR9,1.81354e-18,96,349,88.3865,349
522,B5FE17,1.91727e-18,91,333,88.0013,336
523,Q32HW1,1.97407e-18,91,322,88.0013,336
524,Q7MKX3,2.15472e-18,91,335,88.0013,336
525,Q3Z7F6,2.16373e-18,160,409,89.1569,500
526,A6LB11,2.18517e-18,10,277,87.6161,305
527,P36959,2.23916e-18,48,327,88.0013,345
528,A4SWU5,2.48946e-18,93,328,88.0013,344
529,Q84XA3,2.57435e-18,275,422,89.1569,502
530,Q21JW9,2.57608e-18,90,322,88.0013,339
531,A8GCK4,2.59204e-18,91,322,87.6161,336
532,C5BD71,2.66875e-18,91,322,87.6161,336
533,Q472J6,2.69033e-18,94,329,88.0013,344
534,C5BKZ2,3.28397e-18,90,326,87.6161,339
535,Q8F4Q4,3.39721e-18,228,429,88.7717,508
536,Q8Z7S9,4.42297e-18,91,322,87.2309,336
537,Q3BUJ7,4.46483e-18,90,323,87.2309,351
538,Q49729,4.63038e-18,267,505,88.3865,529
539,O16294,5.46401e-18,48,328,87.2309,358
540,P31002,6.00092e-18,210,454,88.0013,488
541,A6UPE6,6.90553e-18,8,190,84.1493,206
542,Q8PLJ2,7.668e-18,90,323,86.4605,351
543,Q9GZH3,8.09112e-18,297,420,87.6161,534
544,B0TGQ8,8.38086e-18,53,279,86.0753,309
545,A6T106,9.29338e-18,94,334,86.4605,345
546,Q8P9R0,9.39002e-18,90,323,86.4605,351
547,B0RTS3,9.39002e-18,90,323,86.4605,351
548,Q4UTX5,9.39002e-18,90,323,86.4605,351
549,B9MIU2,9.66566e-18,94,338,86.4605,351
550,P27442,9.74736e-18,48,332,86.4605,356
551,P38697,9.97818e-18,258,441,87.6161,523
552,C4LAB3,1.00446e-17,47,327,86.0753,347
553,A9BWU2,1.01433e-17,94,335,86.0753,348
554,Q74CB9,1.0999e-17,53,278,85.6901,305
555,Q819S5,1.10163e-17,51,272,85.6901,309
556,B7IUP4,1.10163e-17,51,272,85.6901,309
557,Q8K9U0,1.23021e-17,47,327,86.0753,349
558,P59443,1.25392e-17,47,327,86.0753,351
559,B1JQS0,1.30983e-17,91,322,85.6901,336
560,Q66CG4,1.30983e-17,91,322,85.6901,336
561,A4TMZ3,1.30983e-17,91,322,85.6901,336
562,Q1CGJ0,1.30983e-17,91,322,85.6901,336
563,A9R7L2,1.30983e-17,91,322,85.6901,336
564,Q8ZG91,1.30983e-17,91,322,85.6901,336
565,B2JYR8,1.30983e-17,91,322,85.6901,336
566,Q1CA44,1.30983e-17,91,322,85.6901,336
567,A7FJU2,1.30983e-17,91,322,85.6901,336
568,Q15UB7,1.32148e-17,90,322,85.6901,335
569,Q1LP27,1.50573e-17,94,329,85.6901,344
570,Q7N617,1.52915e-17,91,324,85.6901,336
571,B6ELD1,1.52915e-17,91,323,85.6901,336
572,A1W7S6,1.62638e-17,94,338,85.6901,351
573,Q8XYY7,2.17241e-17,94,329,85.3049,344
574,B7H6M0,2.18024e-17,51,272,84.9197,309
575,A8H3X8,2.21166e-17,91,337,85.3049,339
576,Q6HET0,2.89175e-17,51,272,84.5345,309
577,Q636E2,2.89175e-17,51,272,84.5345,309
578,B9IVW1,2.89175e-17,51,272,84.5345,309
579,B7HLL8,2.89175e-17,51,272,84.5345,309
580,C1EPP8,2.89175e-17,51,272,84.5345,309
581,Q732I5,2.89175e-17,51,272,84.5345,309
582,B7JJX1,2.89175e-17,51,272,84.5345,309
583,Q81WF4,2.89175e-17,51,272,84.5345,309
584,C3L742,2.89175e-17,51,272,84.5345,309
585,C3P654,2.89175e-17,51,272,84.5345,309
586,B5XY59,3.03705e-17,91,322,84.9197,336
587,A6T739,3.15663e-17,91,322,84.5345,336
588,C5D8Q2,3.18479e-17,51,272,84.5345,313
589,O87392,3.90644e-17,218,389,85.3049,442
590,A4G7T7,3.94553e-17,94,334,84.5345,347
591,Q5QX65,4.17172e-17,90,321,84.1493,334
592,Q9DCZ1,4.47279e-17,48,327,84.5345,345
593,A9I8M0,4.73267e-17,96,335,84.5345,349
594,P25996,4.81655e-17,49,270,83.7641,311
595,A4J560,5.02289e-17,52,278,83.7641,304
596,B7VS90,5.26417e-17,48,327,84.1493,347
597,A8LY18,5.85517e-17,97,326,83.7641,338
598,Q6DAY3,6.35397e-17,245,377,84.5345,386
599,A7GRK9,6.87021e-17,51,272,83.3789,309
600,Q2SS69,6.94014e-17,51,211,81.8381,226
601,C3LUL9,7.02177e-17,47,327,83.7641,347
602,Q9KMW9,7.02177e-17,47,327,83.7641,347
603,A5EYL9,7.02177e-17,47,327,83.7641,347
604,A3N0D6,7.23113e-17,87,331,83.7641,335
605,A0RHQ6,7.42514e-17,51,272,83.3789,309
606,Q9F1U7,8.33148e-17,90,327,83.7641,350
607,Q5L0U1,8.73947e-17,51,272,82.9937,313
608,A0M4D0,9.1161e-17,96,339,83.3789,340
609,B8CPG0,9.20438e-17,91,337,83.3789,339
610,P9WKI7,9.24703e-17,267,505,84.5345,529
611,P9WKI6,9.24703e-17,267,505,84.5345,529
612,P65168,9.24703e-17,267,505,84.5345,529
613,O34787,9.28945e-17,326,592,84.9197,767
614,A9VTC4,9.37266e-17,51,272,82.9937,309
615,A5WDZ3,9.83648e-17,90,322,83.3789,344
616,Q8R9R7,1.05417e-16,50,275,82.6085,301
617,B7GFA1,1.13328e-16,54,272,82.6085,312
618,A1S5Z4,1.26392e-16,91,336,82.9937,339
619,Q6LGK4,1.29718e-16,47,327,82.9937,347
620,B0TIY0,1.3261e-16,91,337,82.9937,339
621,Q7MD57,1.33415e-16,47,327,82.9937,348
622,Q8D632,1.33415e-16,47,327,82.9937,348
623,Q9LJH5,1.37563e-16,232,343,82.9937,363
624,B0BP55,1.37795e-16,87,331,82.9937,335
625,A5EV79,1.39147e-16,87,321,82.9937,337
626,P57443,1.41847e-16,92,325,82.9937,337
627,B0T7X2,1.44615e-16,245,363,83.3789,380
628,Q24JJ8,1.49886e-16,217,343,82.9937,363
629,P46539,1.6559e-16,51,272,82.2233,313
630,O32912,2.0423e-16,235,464,83.3789,478
631,A7MNF6,2.15002e-16,246,397,82.9937,401
632,Q87H06,2.36895e-16,47,327,82.2233,348
633,B9LHC1,2.73098e-16,106,342,82.2233,363
634,A9WDI1,2.73098e-16,106,342,82.2233,363
635,B5EUG3,2.73653e-16,48,327,82.2233,347
636,A6TVS0,2.81655e-16,53,278,81.4529,302
637,A8FW61,2.82942e-16,91,336,81.8381,339
638,Q8DLB7,2.83171e-16,107,344,82.2233,364
639,A7Z4H4,3.06482e-16,52,270,81.4529,311
640,P21620,3.10056e-16,286,484,82.9937,514
641,Q6FFS1,3.25961e-16,246,369,82.2233,384
642,Q893R0,3.60755e-16,30,209,79.5269,209
643,B4SMK1,3.70452e-16,245,369,82.2233,379
644,P65173,4.14349e-16,236,466,82.6085,479
645,P9WKI3,4.14349e-16,236,466,82.6085,479
646,P9WKI2,4.14349e-16,236,466,82.6085,479
647,B8F848,4.23578e-16,88,332,81.4529,335
648,Q129L9,4.27386e-16,94,350,81.4529,350
649,B0V824,4.57405e-16,88,321,81.4529,334
650,A3M6Y2,4.57405e-16,88,321,81.4529,334
651,B2HUT6,4.57405e-16,88,321,81.4529,334
652,B7I2L5,4.57405e-16,88,321,81.4529,334
653,B7GZW7,4.57405e-16,88,321,81.4529,334
654,Q97Q95,4.58417e-16,38,218,79.5269,233
655,B2FIJ0,4.64866e-16,245,369,81.8381,379
656,Q1IF69,5.07995e-16,246,368,81.8381,381
