,ids,e_value,hit_start,hit_end,bitscore,protein_length
513,B6ELD1,2.87262e-18,91,322,88.0375,336
514,A6TVS0,3.07684e-18,8,278,87.2671,302
515,C5D8Q2,3.55272e-18,51,272,87.2671,313
516,O34787,3.56076e-18,317,592,89.5783,767
517,A8LY18,3.56312e-18,97,326,87.6523,338
518,A9VTC4,4.02266e-18,8,272,87.2671,309
519,P25996,4.33308e-18,49,270,86.8819,311
520,A1W7S6,4.44929e-18,94,338,87.6523,351
521,Q7N617,4.7041e-18,91,335,87.2671,336
522,Q9K9W1,5.06608e-18,1,272,86.8819,305
523,B7H6M0,5.23282e-18,51,272,86.8819,309
524,Q32L93,5.54542e-18,39,327,87.2671,348
525,Q8P9R0,5.71364e-18,90,322,87.2671,351
526,B0RTS3,5.71364e-18,90,322,87.2671,351
527,Q4UTX5,5.71364e-18,90,322,87.2671,351
528,B1JQS0,5.81812e-18,91,322,86.8819,336
529,Q66CG4,5.81812e-18,91,322,86.8819,336
530,A4TMZ3,5.81812e-18,91,322,86.8819,336
531,Q1CGJ0,5.81812e-18,91,322,86.8819,336
532,A9R7L2,5.81812e-18,91,322,86.8819,336
533,Q8ZG91,5.81812e-18,91,322,86.8819,336
534,B2JYR8,5.81812e-18,91,322,86.8819,336
535,Q1CA44,5.81812e-18,91,322,86.8819,336
536,A7FJU2,5.81812e-18,91,322,86.8819,336
537,B5XY59,5.81812e-18,91,322,86.8819,336
538,Q1LP27,5.97619e-18,94,328,87.2671,344
539,A6T739,5.98916e-18,91,322,86.8819,336
540,Q9F1U7,6.22855e-18,90,327,87.2671,350
541,Q6HET0,6.67457e-18,51,272,86.4967,309
542,Q636E2,6.67457e-18,51,272,86.4967,309
543,B9IVW1,6.67457e-18,51,272,86.4967,309
544,B7HLL8,6.67457e-18,51,272,86.4967,309
545,C1EPP8,6.67457e-18,51,272,86.4967,309
546,Q732I5,6.67457e-18,51,272,86.4967,309
547,B7JJX1,6.67457e-18,51,272,86.4967,309
548,Q81WF4,6.67457e-18,51,272,86.4967,309
549,C3L742,6.67457e-18,51,272,86.4967,309
550,C3P654,6.67457e-18,51,272,86.4967,309
551,P50098,6.71445e-18,284,493,88.0375,512
552,Q5L0U1,7.15686e-18,51,272,86.4967,313
553,A7Z4H4,7.69291e-18,3,270,86.4967,311
554,Q8XYY7,8.13322e-18,94,328,86.8819,344
555,Q84XA3,8.40086e-18,235,475,88.0375,502
556,B0TIY0,8.5854e-18,91,337,86.4967,339
557,P46539,9.1242e-18,51,272,86.1115,313
558,C6BW12,1.03148e-17,9,275,85.7263,305
559,A6UPE6,1.15836e-17,8,190,83.8003,206
560,B7GFA1,1.17134e-17,54,272,85.7263,312
561,A6T106,1.38098e-17,94,338,86.1115,345
562,A4XKT6,1.49763e-17,1,271,85.3411,300
563,A1S5Z4,1.54488e-17,91,339,85.7263,339
564,Q8DLB7,1.55666e-17,107,344,86.1115,364
565,A0RHQ6,1.63205e-17,51,272,85.3411,309
566,A5WDZ3,1.64109e-17,90,321,85.7263,344
567,Q9P2T1,1.64272e-17,27,327,85.7263,348
568,P50094,1.71022e-17,257,442,86.8819,524
569,A7GRK9,1.81592e-17,51,272,85.3411,309
570,B8CPG0,1.90898e-17,91,337,85.7263,339
571,A9BWU2,2.08787e-17,94,342,85.7263,348
572,A4G7T7,2.31995e-17,94,334,85.3411,347
573,Q8F4Q4,2.81758e-17,259,427,86.4967,508
574,A5EV79,2.96673e-17,87,331,84.9559,337
575,B1YIR7,2.97762e-17,1,272,84.5707,309
576,A4J560,2.99472e-17,52,278,84.5707,304
577,B2V726,3.05098e-17,10,277,84.5707,311
578,A8MIU4,3.47714e-17,12,278,84.1855,302
579,Q9GZH3,3.5858e-17,249,420,86.1115,534
580,A9I8M0,3.7448e-17,96,335,84.9559,349
581,Q49729,3.85788e-17,268,526,86.1115,529
582,Q8CWG1,3.89136e-17,2,271,84.1855,304
583,Q5QX65,4.26526e-17,90,320,84.5707,334
584,A8FW61,4.57468e-17,91,339,84.5707,339
585,A3N0D6,5.22188e-17,87,331,84.1855,335
586,A4IM35,6.64243e-17,51,272,83.8003,313
587,P59443,6.70411e-17,47,327,84.1855,351
588,B1KDM8,7.46009e-17,91,340,83.8003,340
589,P50095,7.96782e-17,256,441,84.9559,523
590,B8F848,8.84988e-17,88,332,83.8003,335
591,C4LAB3,9.83797e-17,47,327,83.8003,347
592,B0BP55,1.20246e-16,87,331,83.4151,335
593,A3QDX8,1.32439e-16,91,341,83.0299,341
594,P36959,1.63253e-16,48,327,83.0299,345
595,P27442,1.69867e-16,39,346,83.0299,356
596,Q7SFX7,1.72143e-16,294,438,84.1855,536
597,B7VS90,1.72712e-16,26,327,83.0299,347
598,A8FD19,1.73252e-16,49,270,82.2595,310
599,Q97Q95,1.89602e-16,35,218,81.1039,233
600,A0K729,1.95679e-16,94,337,82.6447,345
601,Q1BWM4,1.95679e-16,94,337,82.6447,345
602,Q3MDU0,1.98571e-16,103,340,83.0299,376
603,O66461,2.00483e-16,37,276,82.2595,306
604,B4E8N4,2.09181e-16,94,337,82.6447,345
605,A0M4D0,2.09479e-16,96,339,82.6447,340
606,Q63TV1,2.21733e-16,94,337,82.6447,342
607,A3NUS1,2.21733e-16,94,337,82.6447,342
608,Q129L9,2.29374e-16,94,332,82.6447,350
609,Q8FWN5,2.52766e-16,122,250,83.4151,525
610,Q3JSS8,2.83736e-16,94,337,82.2595,345
611,A1V4A5,2.83736e-16,94,337,82.2595,345
612,Q62K45,2.83736e-16,94,337,82.2595,345
613,A2S374,2.83736e-16,94,337,82.2595,345
614,A3MJ98,2.83736e-16,94,337,82.2595,345
615,Q8YBP2,2.88823e-16,115,243,83.4151,518
616,P9WKI7,3.00497e-16,268,526,83.4151,529
617,P9WKI6,3.00497e-16,268,526,83.4151,529
618,P65168,3.00497e-16,268,526,83.4151,529
619,B9LHC1,3.05903e-16,106,341,82.2595,363
620,A9WDI1,3.05903e-16,106,341,82.2595,363
621,Q1LT62,3.09885e-16,91,335,81.8743,336
622,Q113R9,3.1089e-16,109,364,82.6447,378
623,O16294,3.42085e-16,48,328,82.2595,358
624,Q6GIG7,1.3672e-102,1,355,309.335,355
625,Q6GB05,1.38214e-102,1,355,309.335,355
626,Q8NXG7,2.18188e-102,1,355,308.95,355
627,Q99VF6,4.51979e-102,1,355,307.794,355
628,A5IR97,4.51979e-102,1,355,307.794,355
629,A6U025,4.51979e-102,1,355,307.794,355
630,A8Z1H7,9.07464e-101,1,355,304.712,355
631,A6QFD2,9.07464e-101,1,355,304.712,355
632,Q5HHG4,9.07464e-101,1,355,304.712,355
633,Q2FZX9,9.07464e-101,1,355,304.712,355
634,Q2FIF3,9.07464e-101,1,355,304.712,355
635,Q4L4T4,2.35729e-96,1,350,293.542,357
636,Q49W60,4.88733e-96,1,354,292.771,355
637,Q8T6T2,5.35072e-84,29,398,263.111,400
638,O05413,3.00505e-80,2,347,251.94,347
639,Q9HWH9,5.2707e-78,2,350,246.162,351
640,P49058,5.58019e-75,29,400,240.384,404
641,D0V3Y4,7.17856e-75,2,348,238.073,349
642,Q9KGN8,1.05478e-72,30,483,236.917,485
643,P21879,3.03594e-72,30,485,235.762,488
644,P56088,3.23852e-71,27,479,232.68,481
645,Q9ZL14,4.18419e-71,27,479,232.68,481
646,P0C0H6,2.28672e-68,32,490,225.746,493
647,P68839,2.28672e-68,32,490,225.746,493
648,Q5X9A3,2.28672e-68,32,490,225.746,493
649,P0C0H7,2.28672e-68,32,490,225.746,493
650,P0DB89,5.30049e-68,32,490,224.591,493
651,P0DB88,5.30049e-68,32,490,224.591,493
652,O67820,9.34537e-68,31,487,224.206,490
653,Q49UU8,2.27285e-67,30,486,223.05,488
654,O50316,7.26982e-67,241,490,221.894,494
655,Q9L6B7,8.75416e-67,229,485,221.509,487
656,Q9HLK8,1.11258e-66,32,479,221.124,485
657,Q8KCW4,3.01969e-66,253,490,220.354,494
658,Q4L385,4.32361e-66,32,486,219.583,488
659,P42851,4.33982e-66,34,481,219.583,485
660,P44334,4.55959e-66,134,486,219.583,488
661,Q6GC82,1.0445e-65,228,486,218.813,488
662,Q6GJQ7,1.0445e-65,228,486,218.813,488
663,P99106,1.0445e-65,228,486,218.813,488
664,P65169,1.0445e-65,228,486,218.813,488
665,Q5HIQ7,1.0445e-65,228,486,218.813,488
666,Q2YVL6,1.0445e-65,228,486,218.813,488
667,Q2G0Y7,1.0445e-65,228,486,218.813,488
668,Q2FJM6,1.0445e-65,228,486,218.813,488
669,Q8NY70,1.19922e-65,228,486,218.428,488
670,Q9UY49,1.29703e-65,34,481,218.428,485
671,O58045,1.96738e-65,34,481,218.042,486
672,Q8CMQ7,2.12835e-65,30,486,217.657,488
673,Q5HRX2,2.12835e-65,30,486,217.657,488
674,Q0WD32,2.39105e-64,204,485,214.961,487
675,Q7UJL3,6.86153e-63,247,529,212.65,539
676,B2TEK6,1.16222e-61,7,360,204.56,366
677,Q6D456,1.40307e-60,87,336,201.094,336
678,Q8ERJ2,1.58922e-60,26,305,200.708,327
679,C6DFC0,3.34212e-60,87,336,199.938,336
680,B1LJR7,1.51339e-59,87,336,198.397,336
681,B7N3A7,1.51339e-59,87,336,198.397,336
682,B7NM29,1.51339e-59,87,336,198.397,336
683,Q8G3N6,1.82622e-59,73,539,203.79,545
684,A4W8V7,1.91543e-59,87,336,198.012,336
685,C1DDY1,1.93696e-59,86,335,198.397,347
686,Q8E578,2.24396e-59,28,299,197.627,327
687,O05269,2.42927e-59,26,298,197.242,326
688,A4SME2,2.47671e-59,87,336,197.627,336
689,Q57QU4,2.50337e-59,87,336,197.627,336
690,Q8DZL4,2.6352e-59,28,299,197.242,327
691,A8AID4,3.06815e-59,87,336,197.627,336
692,B5R8M3,3.37851e-59,87,336,197.242,336
693,Q6HAI0,3.59542e-59,26,298,196.856,327
694,Q1RDR9,3.60266e-59,87,336,197.242,336
695,Q8FJ91,3.60266e-59,87,336,197.242,336
696,Q0TJB6,3.60266e-59,87,336,197.242,336
697,A1A9L5,3.60266e-59,87,336,197.242,336
698,B7MS56,3.60266e-59,87,336,197.242,336
699,B7MHP7,3.60266e-59,87,336,197.242,336
700,B7UN24,3.60266e-59,87,336,197.242,336
701,P25468,3.80077e-59,87,336,197.242,336
702,B4TRW8,3.80077e-59,87,336,197.242,336
703,B5BBM2,3.80077e-59,87,336,197.242,336
704,C0PVS5,3.80077e-59,87,336,197.242,336
705,A9N6Y4,3.80077e-59,87,336,197.242,336
706,Q5PGE0,3.80077e-59,87,336,197.242,336
707,B4T1Y8,3.80077e-59,87,336,197.242,336
708,B4TDY5,3.80077e-59,87,336,197.242,336
709,B5QZE8,3.80077e-59,87,336,197.242,336
710,B5FQY8,3.80077e-59,87,336,197.242,336
711,B5F1U2,3.80077e-59,87,336,197.242,336
712,Q9ZKZ2,4.16893e-59,25,297,196.856,325
713,A0RLN5,4.2036e-59,27,299,196.856,328
714,Q3K110,4.2222e-59,28,299,196.856,327
715,Q87PB7,5.46952e-59,87,336,196.856,336
716,Q4KFI7,6.19676e-59,86,332,196.856,339
717,Q1J6M7,6.27582e-59,28,306,196.471,327
718,Q1JLQ8,6.27582e-59,28,306,196.471,327
719,Q1JBS5,6.27582e-59,28,306,196.471,327
720,Q5XC75,6.27582e-59,28,306,196.471,327
721,Q2NU82,6.99639e-59,87,336,196.471,336
722,Q8P129,7.21347e-59,28,306,196.086,327
723,B5Z7L6,7.92846e-59,25,297,196.086,325
724,Q72WY4,8.6541e-59,26,298,196.086,327
725,A9AJX4,9.22899e-59,90,339,196.471,345
726,Q3Z3H6,1.0396e-58,87,336,196.086,336
727,Q31YK8,1.0396e-58,87,336,196.086,336
728,B2TUD4,1.0396e-58,87,336,196.086,336
729,A9MHU3,1.0396e-58,87,336,196.086,336
730,B6I919,1.0396e-58,87,336,196.086,336
731,P0A7E1,1.0396e-58,87,336,196.086,336
732,B1IVY7,1.0396e-58,87,336,196.086,336
733,A7ZYP7,1.0396e-58,87,336,196.086,336
734,B1X8P9,1.0396e-58,87,336,196.086,336
735,C4ZQ71,1.0396e-58,87,336,196.086,336
736,B7M874,1.0396e-58,87,336,196.086,336
737,B5YT76,1.0396e-58,87,336,196.086,336
738,P0A7E2,1.0396e-58,87,336,196.086,336
739,B7LE45,1.0396e-58,87,336,196.086,336
740,A7ZK49,1.0396e-58,87,336,196.086,336
741,Q83RX6,1.06209e-58,87,336,196.086,336
742,Q0T689,1.06209e-58,87,336,196.086,336
743,Q814I1,1.09045e-58,27,299,195.701,328
744,Q32HW1,1.18207e-58,87,336,196.086,336
745,Q12723,1.20438e-58,8,374,197.242,374
746,A1JMP8,1.27402e-58,87,336,195.701,336
747,A7N0L2,1.34405e-58,87,336,195.701,336
748,B5XY59,1.40284e-58,87,336,195.701,336
749,A6T739,1.41793e-58,87,336,195.701,336
750,B7LNV5,1.43319e-58,87,336,195.701,336
751,Q630E8,1.54305e-58,26,298,195.316,327
752,B9DS39,1.64544e-58,28,314,195.316,327
753,Q3KFC7,1.67628e-58,86,339,195.701,339
754,B4EVC3,1.70084e-58,87,336,195.701,336
755,B5XLI1,1.87106e-58,28,306,195.316,327
756,Q48JY0,1.90876e-58,86,339,195.701,343
757,O25525,1.99522e-58,27,299,194.93,327
758,A7MEW0,1.99698e-58,87,336,195.316,336
759,Q1CT17,2.21685e-58,25,297,194.93,325
760,Q81JJ9,2.29321e-58,26,298,194.93,327
761,B2VC84,2.3197e-58,87,336,195.316,336
762,Q472J6,2.7909e-58,90,338,195.316,344
763,Q99ZQ1,2.93353e-58,28,306,194.545,327
764,P0DB91,3.87506e-58,28,306,194.16,327
765,Q1JGV8,3.87506e-58,28,306,194.16,327
766,P0DB90,3.87506e-58,28,306,194.16,327
767,A8GCK4,4.08977e-58,87,333,194.545,336
768,Q831S1,4.21461e-58,25,297,194.16,325
769,Q48TL6,6.20631e-58,28,306,193.775,327
770,Q0BFR0,7.03789e-58,90,339,194.16,345
771,Q8Z7S9,7.13305e-58,87,336,193.775,336
772,Q2SVL9,7.26722e-58,90,339,194.16,345
773,Q4ZUM3,7.66367e-58,86,340,194.16,343
774,Q883P1,8.3479e-58,86,343,194.16,343
775,A2REI5,1.20509e-57,28,306,193.004,327
776,Q99L27,1.57724e-57,27,339,193.39,348
777,Q1LP27,2.83839e-57,90,338,192.619,344
778,C5BD71,3.02162e-57,87,336,192.234,336
779,Q6LRA2,3.15363e-57,87,333,192.234,336
780,Q88L40,3.78588e-57,86,340,192.234,340
781,B1JQS0,4.16413e-57,87,336,191.849,336
782,Q66CG4,4.16413e-57,87,336,191.849,336
783,A4TMZ3,4.16413e-57,87,336,191.849,336
784,Q1CGJ0,4.16413e-57,87,336,191.849,336
785,A9R7L2,4.16413e-57,87,336,191.849,336
786,Q8ZG91,4.16413e-57,87,336,191.849,336
787,B2JYR8,4.16413e-57,87,336,191.849,336
788,Q1CA44,4.16413e-57,87,336,191.849,336
789,A7FJU2,4.16413e-57,87,336,191.849,336
790,B0KG90,4.6637e-57,86,340,191.849,341
791,Q97DK4,4.94728e-57,26,298,191.464,327
792,A4VM41,5.71429e-57,86,343,191.849,343
793,C0MAM1,5.74649e-57,28,299,191.464,327
794,A7Z8C3,5.77378e-57,26,298,191.464,326
795,Q65LF6,6.15649e-57,26,298,191.079,326
796,A0KKK9,7.57672e-57,87,336,191.464,336
797,B2USX4,8.7104e-57,25,297,190.693,325
798,Q7NX17,9.29041e-57,87,334,191.464,344
799,A4XWQ0,1.2528e-56,86,340,190.693,340
800,Q7N617,1.42334e-56,87,336,190.693,336
801,C3K017,1.64512e-56,86,332,190.693,341
802,Q9P2T1,1.70657e-56,27,339,190.693,348
803,B2JKL9,1.80127e-56,90,335,190.693,344
804,C0MF02,1.98675e-56,28,299,189.923,327
805,A4G7T7,2.12449e-56,90,339,190.308,347
806,Q8D9G5,4.14271e-56,87,336,189.538,336
807,B7VNK9,7.14244e-56,87,336,188.767,336
808,B1J5B5,7.18046e-56,86,340,188.767,341
809,A4W0T4,8.05896e-56,28,299,188.382,327
810,Q1ICL4,8.20617e-56,86,340,188.767,340
811,Q8XYY7,8.65105e-56,90,340,188.767,344
812,Q13ZM3,8.65609e-56,90,337,188.767,340
813,Q32L93,1.12822e-55,39,339,188.767,348
814,A4VUJ2,1.14664e-55,28,299,187.997,327
815,B1HNS5,1.31751e-55,26,298,187.612,327
816,Q9CGF1,1.93661e-55,28,301,187.227,329
817,Q4QEB3,1.95365e-55,238,492,191.849,492
818,Q5P1A9,2.11485e-55,84,331,187.997,350
819,Q7MKX3,2.38688e-55,87,336,187.227,336
820,Q9NJD8,3.64052e-55,39,346,187.612,364
821,Q02PL5,4.06607e-55,86,342,186.841,342
822,P27442,4.25715e-55,39,346,187.227,356
823,Q38YF0,5.05888e-55,25,297,186.071,325
824,Q9HZF8,5.14153e-55,86,342,186.841,342
825,B7UWL8,5.14153e-55,86,342,186.841,342
826,A8AXD6,5.57236e-55,28,314,186.071,327
827,P36959,6.45963e-55,39,339,186.456,345
828,E9BDA8,6.82089e-55,238,492,190.308,492
829,A6V325,7.00526e-55,86,342,186.456,342
830,C3LMH4,7.24232e-55,87,336,186.071,336
831,Q9KRZ2,7.24232e-55,87,336,186.071,336
832,A5F839,7.24232e-55,87,336,186.071,336
833,Q82ST3,7.54826e-55,85,332,186.456,342
834,B1YH73,8.49778e-55,27,299,185.686,328
835,B1IC44,1.12165e-54,28,299,185.301,328
836,Q0AIB4,1.97073e-54,85,330,185.301,342
837,Q97QG5,2.24485e-54,28,299,184.53,328
838,Q02Z38,2.51121e-54,28,301,184.53,329
839,A6T106,2.72395e-54,90,339,184.915,345
840,C1CKY8,3.12515e-54,28,299,184.145,328
841,A2RL29,3.53332e-54,28,301,184.145,329
842,C1CR55,4.08068e-54,28,299,183.76,328
843,Q8DPJ7,4.35048e-54,28,299,183.76,328
844,C1C7M7,4.35048e-54,28,299,183.76,328
845,Q04K71,4.35048e-54,28,299,183.76,328
846,B8ZJR9,5.05141e-54,28,299,183.76,328
847,C4L088,5.18778e-54,26,298,183.76,327
848,C4K4A3,5.55467e-54,87,336,183.76,336
849,Q0HVV6,6.90439e-54,87,336,183.76,339
850,Q0HJL0,6.90439e-54,87,336,183.76,339
851,C1CEK5,8.42976e-54,28,299,182.989,328
852,Q480K7,8.59995e-54,87,333,183.375,336
853,B7VS90,9.26248e-54,26,339,183.76,347
854,Q5WD10,9.58097e-54,27,299,182.989,328
855,B2IPN4,1.1364e-53,28,299,182.604,328
856,P31002,1.29258e-53,28,486,186.841,488
857,A1K7M2,1.44874e-53,84,331,182.989,338
858,Q3IGZ1,1.52924e-53,87,333,182.604,336
859,Q7W4W6,1.55826e-53,92,349,182.989,349
860,Q03GJ0,1.60731e-53,25,297,182.219,325
861,P47177,1.65759e-53,24,400,184.53,404
862,A0KW50,1.72643e-53,87,336,182.604,339
863,Q8EDZ8,1.74492e-53,87,336,182.604,339
864,A1SX25,1.93332e-53,87,336,182.604,336
865,B5E4Y3,2.96737e-53,28,299,181.834,328
866,Q7WGE4,3.01479e-53,92,349,182.219,349
867,Q7VTR9,4.46956e-53,92,349,181.834,349
868,Q9DCZ1,5.04215e-53,39,339,181.449,345
869,Q081J9,5.28335e-53,87,336,181.449,339
870,Q49XD2,8.43505e-53,25,309,180.678,328
871,Q1H411,9.30113e-53,87,334,180.678,337
872,Q1LT62,1.06313e-52,87,336,180.678,336
873,A1RJ06,1.18678e-52,87,336,180.293,339
874,A4Y7I2,1.18678e-52,87,336,180.293,339
875,Q8CPC9,1.25866e-52,25,309,179.908,325
876,Q5HPK5,1.25866e-52,25,309,179.908,325
877,Q5E5B6,1.46329e-52,87,336,180.293,336
878,B9DP67,1.62556e-52,25,304,179.523,325
879,Q6FCL9,1.77435e-52,84,333,179.908,334
880,C3LUL9,1.90321e-52,26,339,180.293,347
881,Q9KMW9,1.90321e-52,26,339,180.293,347
882,A5EYL9,1.90321e-52,26,339,180.293,347
883,Q6GH69,1.94845e-52,25,309,179.523,325
884,Q609J2,2.38158e-52,88,335,179.523,340
885,B5FE17,2.54555e-52,87,336,179.523,336
886,A6WP30,3.09332e-52,87,336,179.523,339
887,A9L4D0,3.29728e-52,87,336,179.137,339
888,P0ADG9,3.6591e-52,169,485,182.989,488
889,P0ADG7,3.6591e-52,169,485,182.989,488
890,P0ADG8,3.6591e-52,169,485,182.989,488
891,B8E984,3.86795e-52,87,336,179.137,339
892,P60564,4.24145e-52,25,309,178.752,325
893,Q6G9M1,4.24145e-52,25,309,178.752,325
894,P60563,4.24145e-52,25,309,178.752,325
895,P60562,4.24145e-52,25,309,178.752,325
896,A5ISL9,4.24145e-52,25,309,178.752,325
897,A6U1F7,4.24145e-52,25,309,178.752,325
898,A7X1Z1,4.24145e-52,25,309,178.752,325
899,A6QGN9,4.71827e-52,25,309,178.367,325
900,Q5HG83,4.71827e-52,25,309,178.367,325
901,Q2FYU4,4.71827e-52,25,309,178.367,325
902,Q2FH96,4.71827e-52,25,309,178.367,325
903,Q12NG2,4.88819e-52,87,333,178.752,339
904,Q2YXS9,5.47717e-52,25,309,178.367,325
905,Q3SL21,6.31989e-52,86,335,178.367,337
906,B5EUG3,6.74619e-52,26,339,178.752,347
907,C4LAB3,9.58093e-52,47,339,178.367,347
908,A3D5B9,1.04037e-51,87,336,177.982,339
909,B1XV77,1.10957e-51,89,337,177.982,344
910,A9I8M0,1.19482e-51,92,349,177.982,349
911,Q03AR1,1.20269e-51,29,301,177.597,329
912,O16294,1.56308e-51,39,350,177.982,358
913,Q88SV5,1.90423e-51,26,309,176.826,325
914,Q2KW44,2.23639e-51,92,341,177.597,349
915,Q5DZN1,2.65749e-51,26,339,177.211,347
916,B6ELD1,3.3071e-51,87,336,176.441,336
917,B3WCK9,3.59959e-51,29,301,176.441,329
918,Q9Z244,3.98905e-51,39,339,176.826,345
919,Q6MUI1,4.54247e-51,26,317,175.671,320
920,Q04GD9,4.56235e-51,24,297,176.056,323
921,Q9JX66,5.03771e-51,84,331,176.056,335
922,B9ME75,6.75843e-51,25,296,175.671,325
923,A4SWU5,8.09484e-51,89,344,175.671,344
924,A8H3X8,8.44926e-51,87,339,175.671,339
925,B4E8N4,9.43083e-51,90,339,175.671,345
926,A0K729,9.43083e-51,90,339,175.671,345
927,Q1BWM4,9.43083e-51,90,339,175.671,345
928,A9BNR6,1.06797e-50,25,296,174.9,325
929,A7N204,1.51671e-50,26,339,175.285,347
930,A1WB23,1.68745e-50,25,296,174.515,325
931,B6ERC3,1.91571e-50,26,339,174.9,347
932,Q2Y5H8,2.00653e-50,85,330,174.9,348
933,Q87H06,2.18434e-50,26,339,174.9,348
934,Q9KH33,2.23177e-50,225,484,178.367,498
935,A3QDX8,2.49137e-50,87,341,174.515,341
936,A9BWU2,2.90913e-50,90,344,174.515,348
937,B1KDM8,4.26449e-50,87,340,173.745,340
938,Q4L646,4.53712e-50,25,306,173.359,325
939,A1TNF7,5.10006e-50,25,296,173.359,325
940,Q39GX5,5.15528e-50,90,339,173.745,345
941,B8F848,5.44666e-50,84,333,173.359,335
942,Q5QX65,6.85124e-50,86,334,172.974,334
943,P60565,7.10053e-50,30,310,172.974,330
944,Q6LGK4,7.14167e-50,26,339,173.359,347
945,Q63TV1,8.94229e-50,90,339,172.974,342
946,A3NUS1,8.94229e-50,90,339,172.974,342
947,Q3JSS8,1.03845e-49,90,345,172.974,345
948,A1V4A5,1.03845e-49,90,345,172.974,345
949,Q62K45,1.03845e-49,90,345,172.974,345
950,A2S374,1.03845e-49,90,345,172.974,345
951,A3MJ98,1.03845e-49,90,345,172.974,345
952,B9MIU2,1.05039e-49,90,340,172.974,351
953,A5UEP8,1.18942e-49,89,338,172.589,339
954,P45477,1.21494e-49,89,338,172.589,339
955,A8FW61,1.32261e-49,87,336,172.589,339
956,Q4QKB5,1.33672e-49,89,338,172.589,339
957,Q6F1U6,1.33909e-49,25,297,171.819,320
958,A1W7S6,1.41341e-49,90,340,172.974,351
959,Q49729,1.48786e-49,253,526,176.826,529
960,A5UC11,1.67045e-49,89,338,172.204,339
961,Q04CB0,1.75171e-49,32,318,171.819,330
962,Q1GBV3,2.05425e-49,32,318,171.819,330
963,Q5F605,2.16594e-49,84,331,171.819,335
964,Q21U05,2.23462e-49,25,296,171.433,325
965,Q7MD57,2.27727e-49,26,336,172.204,348
966,Q8D632,2.27727e-49,26,336,172.204,348
967,Q8K9U0,2.30978e-49,26,339,172.204,349
968,A3N925,2.66716e-49,90,339,171.819,342
969,B0TIY0,4.57696e-49,87,339,171.048,339
970,A1KRQ4,4.95642e-49,101,331,171.048,335
971,A9M3G1,5.29406e-49,101,337,171.048,341
972,Q59011,5.32159e-49,229,492,174.9,496
973,Q045S8,5.45638e-49,30,310,170.663,330
974,B8CPG0,8.92799e-49,87,337,170.278,339
975,A3N0D6,1.07526e-48,83,332,169.893,335
976,C5CT60,1.15924e-48,25,296,169.507,325
977,A1TPZ2,1.60519e-48,90,350,170.278,359
978,Q21JW9,1.61662e-48,86,328,169.507,339
979,A1S5Z4,1.89524e-48,87,333,169.507,339
980,B0BP55,1.98911e-48,83,332,169.507,335
981,A0KN65,2.43599e-48,26,339,169.507,347
982,Q9F1U7,2.97692e-48,86,336,169.122,350
983,P9WKI7,3.06049e-48,253,526,173.359,529
984,P9WKI6,3.06049e-48,253,526,173.359,529
985,P65168,3.06049e-48,253,526,173.359,529
986,Q5FHY3,4.41256e-48,30,303,168.352,330
987,Q129L9,4.69274e-48,90,341,168.737,350
988,E9PU28,5.27018e-48,203,498,172.589,514
989,O00086,5.69659e-48,54,495,172.589,521
990,Q59Q46,5.69659e-48,54,495,172.589,521
991,Q0A8M5,5.97396e-48,87,334,168.352,340
992,A5WDZ3,8.50111e-48,86,335,167.967,344
993,B3PIL8,1.03246e-47,86,325,167.581,342
994,A6VW35,1.13888e-47,86,343,167.581,346
995,B8D7A8,1.19958e-47,26,339,167.581,349
996,C5BKZ2,1.2232e-47,86,327,167.196,339
997,Q0KBT4,1.28459e-47,90,338,167.581,344
998,P24547,1.35266e-47,203,498,171.433,514
999,Q9K1D7,1.65659e-47,104,331,166.811,335
1000,A4SJY8,1.69006e-47,26,339,167.196,347
1001,P12268,1.7889e-47,203,498,171.048,514
1002,Q83CY0,1.87865e-47,87,333,167.196,347
1003,A9NCV1,1.87865e-47,87,333,167.196,347
1004,A9KCF2,1.87865e-47,87,333,167.196,347
1005,B6J0A5,1.87865e-47,87,333,167.196,347
1006,B6J754,1.87865e-47,87,333,167.196,347
1007,A9A5Y7,1.89955e-47,180,473,170.278,476
1008,A1WIJ3,1.94566e-47,25,296,166.426,322
1009,B3H1B5,2.22851e-47,83,332,166.426,335
1010,A1JJK8,2.32127e-47,26,342,166.811,347
1011,A1VQJ1,2.83402e-47,90,341,166.811,350
1012,A2SHQ5,3.1578e-47,90,340,166.426,344
1013,P59443,3.22695e-47,47,339,166.426,351
1014,Q1WT04,3.38255e-47,25,297,165.655,325
1015,P12269,3.43356e-47,203,498,170.278,514
1016,A1TZG0,4.96396e-47,86,338,165.655,340
1017,B0UXP9,5.03468e-47,175,481,169.893,514
1018,Q8A9C3,5.32664e-47,1,288,164.5,303
1019,P57300,7.2393e-47,26,339,165.655,349
1020,B8D903,7.2393e-47,26,339,165.655,349
1021,B1XWM8,8.41457e-47,35,321,164.885,325
1022,Q3SWY3,9.07717e-47,203,498,169.122,514
1023,Q1QBS1,9.6883e-47,86,341,165.27,344
1024,B1JK64,1.69387e-46,26,342,164.5,347
1025,Q66EJ0,1.69387e-46,26,342,164.5,347
1026,A4TPS6,1.69387e-46,26,342,164.5,347
1027,Q1CLY8,1.69387e-46,26,342,164.5,347
1028,A9R1J4,1.69387e-46,26,342,164.5,347
