,ids,target_len,query_len,E-value,score_sequence,domain_number,of,i-Evalue,score_domain,from_ali_coord,to_ali_coord,acc,description_of_target
735,Q81WF4,309,357,0.00085,23.3,1,1,0.0017,22.3,226,267,0.92,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Bacillus anthracis OX=1392 GN=pyrD PE=3 SV=1"
736,Q04SA6,256,357,0.00085,23.3,1,2,0.76,13.6,58,114,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Leptospira borgpetersenii serovar Hardjo-bovis (strain JB197) OX=355277 GN=hisF PE=3 SV=1
737,Q04SA6,256,357,0.00085,23.3,2,2,46,7.7,189,232,0.83,Imidazole glycerol phosphate synthase subunit HisF OS=Leptospira borgpetersenii serovar Hardjo-bovis (strain JB197) OX=355277 GN=hisF PE=3 SV=1
738,Q050D2,256,357,0.00085,23.3,1,2,0.76,13.6,58,114,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Leptospira borgpetersenii serovar Hardjo-bovis (strain L550) OX=355276 GN=hisF PE=3 SV=1
739,Q050D2,256,357,0.00085,23.3,2,2,46,7.7,189,232,0.83,Imidazole glycerol phosphate synthase subunit HisF OS=Leptospira borgpetersenii serovar Hardjo-bovis (strain L550) OX=355276 GN=hisF PE=3 SV=1
740,B7IUP4,309,357,0.00085,23.3,1,1,0.0017,22.3,226,267,0.92,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Bacillus cereus (strain G9842) OX=405531 GN=pyrD PE=3 SV=1"
741,Q819S5,309,357,0.00085,23.3,1,1,0.0017,22.3,226,267,0.92,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Bacillus cereus (strain ATCC 14579 / DSM 31 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NRRL B-3711) OX=226900 GN=pyrD PE=3 SV=1"
742,B3E617,254,357,0.00089,23.2,1,2,1.9,12.3,58,112,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Geobacter lovleyi (strain ATCC BAA-1151 / DSM 17278 / SZ) OX=398767 GN=hisF PE=3 SV=1
743,B3E617,254,357,0.00089,23.2,2,2,18,9.1,186,225,0.81,Imidazole glycerol phosphate synthase subunit HisF OS=Geobacter lovleyi (strain ATCC BAA-1151 / DSM 17278 / SZ) OX=398767 GN=hisF PE=3 SV=1
744,Q979G6,301,357,0.0009,23.2,1,1,0.004,21.1,225,264,0.91,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Thermoplasma volcanium (strain ATCC 51530 / DSM 4299 / JCM 9571 / NBRC 15438 / GSS1) OX=273116 GN=pyrD PE=3 SV=1"
745,Q722Y6,240,357,0.0009,23.2,1,2,0.48,14.3,64,111,0.89,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Listeria monocytogenes serotype 4b (strain F2365) OX=265669 GN=hisA PE=3 SV=1
746,Q722Y6,240,357,0.0009,23.2,2,2,64,7.2,182,221,0.80,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Listeria monocytogenes serotype 4b (strain F2365) OX=265669 GN=hisA PE=3 SV=1
747,B7H6M0,309,357,0.00091,23.2,1,1,0.0017,22.3,226,267,0.92,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Bacillus cereus (strain B4264) OX=405532 GN=pyrD PE=3 SV=1"
748,Q01YA2,304,357,0.00091,23.2,1,1,0.0015,22.4,229,268,0.91,Putative dihydroorotate dehydrogenase A (fumarate) OS=Solibacter usitatus (strain Ellin6076) OX=234267 GN=pyrD PE=3 SV=1
749,Q4ZLQ1,245,357,0.00091,23.2,1,2,12,9.6,72,114,0.84,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Pseudomonas syringae pv. syringae (strain B728a) OX=205918 GN=hisA PE=3 SV=1
750,Q4ZLQ1,245,357,0.00091,23.2,2,2,2.4,11.9,183,216,0.86,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Pseudomonas syringae pv. syringae (strain B728a) OX=205918 GN=hisA PE=3 SV=1
751,Q48C80,245,357,0.00092,23.2,1,2,12,9.6,72,114,0.84,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) OX=264730 GN=hisA PE=3 SV=1
752,Q48C80,245,357,0.00092,23.2,2,2,2.4,11.9,183,216,0.86,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) OX=264730 GN=hisA PE=3 SV=1
753,O05269,326,357,0.00093,23.2,1,2,2.1e+03,2.3,128,168,0.88,GMP reductase OS=Bacillus subtilis (strain 168) OX=224308 GN=guaC PE=2 SV=2
754,O05269,326,357,0.00093,23.2,2,2,0.029,18.3,196,240,0.89,GMP reductase OS=Bacillus subtilis (strain 168) OX=224308 GN=guaC PE=2 SV=2
755,Q92E87,240,357,0.00096,23.1,1,2,0.12,16.2,64,110,0.88,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262) OX=272626 GN=hisA PE=3 SV=1
756,Q92E87,240,357,0.00096,23.1,2,2,2.1e+02,5.6,182,221,0.77,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262) OX=272626 GN=hisA PE=3 SV=1
757,B1WRP7,257,357,0.00099,23.1,1,2,2.5,11.9,66,110,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Crocosphaera subtropica (strain ATCC 51142 / BH68) OX=43989 GN=hisA PE=3 SV=1
758,B1WRP7,257,357,0.00099,23.1,2,2,12,9.6,182,235,0.85,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Crocosphaera subtropica (strain ATCC 51142 / BH68) OX=43989 GN=hisA PE=3 SV=1
759,C6DF72,245,357,0.00099,23.1,1,2,0.36,14.6,55,110,0.87,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Pectobacterium carotovorum subsp. carotovorum (strain PC1) OX=561230 GN=hisA PE=3 SV=1
760,C6DF72,245,357,0.00099,23.1,2,2,1e+02,6.6,184,231,0.82,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Pectobacterium carotovorum subsp. carotovorum (strain PC1) OX=561230 GN=hisA PE=3 SV=1
761,B8J249,250,357,0.001,23.1,1,2,2.2,12.0,56,108,0.88,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949 / MB) OX=525146 GN=hisA PE=3 SV=1
762,B8J249,250,357,0.001,23.1,2,2,16,9.2,183,220,0.83,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949 / MB) OX=525146 GN=hisA PE=3 SV=1
763,Q2NI84,274,357,0.001,23.0,1,2,44,7.8,62,112,0.81,Imidazole glycerol phosphate synthase subunit HisF OS=Methanosphaera stadtmanae (strain ATCC 43021 / DSM 3091 / JCM 11832 / MCB-3) OX=339860 GN=hisF PE=3 SV=1
764,Q2NI84,274,357,0.001,23.0,2,2,0.93,13.3,207,245,0.88,Imidazole glycerol phosphate synthase subunit HisF OS=Methanosphaera stadtmanae (strain ATCC 43021 / DSM 3091 / JCM 11832 / MCB-3) OX=339860 GN=hisF PE=3 SV=1
765,Q65I10,349,357,0.001,23.0,1,1,0.0019,22.1,242,301,0.77,Isopentenyl-diphosphate delta-isomerase OS=Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / NBRC 12200 / NCIMB 9375 / NRRL NRS-1264 / Gibson 46) OX=279010 GN=fni PE=3 SV=1
766,Q630E8,327,357,0.001,23.0,1,2,1.2e+03,3.1,128,168,0.91,GMP reductase OS=Bacillus cereus (strain ZK / E33L) OX=288681 GN=guaC PE=3 SV=1
767,Q630E8,327,357,0.001,23.0,2,2,0.046,17.6,196,240,0.89,GMP reductase OS=Bacillus cereus (strain ZK / E33L) OX=288681 GN=guaC PE=3 SV=1
768,A9A8U1,272,357,0.0011,23.0,1,2,1.4e+02,6.1,64,111,0.88,Imidazole glycerol phosphate synthase subunit HisF OS=Methanococcus maripaludis (strain C6 / ATCC BAA-1332) OX=444158 GN=hisF PE=3 SV=1
769,A9A8U1,272,357,0.0011,23.0,2,2,0.31,14.8,206,261,0.87,Imidazole glycerol phosphate synthase subunit HisF OS=Methanococcus maripaludis (strain C6 / ATCC BAA-1332) OX=444158 GN=hisF PE=3 SV=1
770,B9MS26,300,357,0.0011,23.0,1,1,0.002,22.0,224,268,0.81,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / Z-1320) OX=521460 GN=pyrD PE=3 SV=1"
771,A1KAV5,251,357,0.0011,23.0,1,2,0.82,13.5,75,111,0.86,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Azoarcus sp. (strain BH72) OX=418699 GN=hisA PE=3 SV=1
772,A1KAV5,251,357,0.0011,23.0,2,2,38,8.0,185,213,0.80,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Azoarcus sp. (strain BH72) OX=418699 GN=hisA PE=3 SV=1
773,Q81JJ9,327,357,0.0011,23.0,1,2,1.2e+03,3.1,128,168,0.91,GMP reductase OS=Bacillus anthracis OX=1392 GN=guaC PE=1 SV=1
774,Q81JJ9,327,357,0.0011,23.0,2,2,0.046,17.6,196,240,0.89,GMP reductase OS=Bacillus anthracis OX=1392 GN=guaC PE=1 SV=1
775,Q08111,324,357,0.0011,23.0,1,2,5.8,10.7,5,36,0.88,Probable tRNA-dihydrouridine synthase OS=Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003) OX=272942 GN=dus PE=3 SV=1
776,Q08111,324,357,0.0011,23.0,2,2,3.3,11.5,191,227,0.89,Probable tRNA-dihydrouridine synthase OS=Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003) OX=272942 GN=dus PE=3 SV=1
777,B7INA2,239,357,0.0011,22.9,1,2,0.52,14.1,65,107,0.89,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Bacillus cereus (strain G9842) OX=405531 GN=hisA PE=3 SV=1
778,B7INA2,239,357,0.0011,22.9,2,2,70,7.1,182,221,0.81,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Bacillus cereus (strain G9842) OX=405531 GN=hisA PE=3 SV=1
779,A7Z8C3,326,357,0.0011,22.9,1,1,0.021,18.7,196,240,0.90,GMP reductase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=guaC PE=3 SV=1
780,C4L176,255,357,0.0011,22.9,1,2,1.5,12.6,57,110,0.87,Imidazole glycerol phosphate synthase subunit HisF OS=Exiguobacterium sp. (strain ATCC BAA-1283 / AT1b) OX=360911 GN=hisF PE=3 SV=1
781,C4L176,255,357,0.0011,22.9,2,2,28,8.4,185,217,0.82,Imidazole glycerol phosphate synthase subunit HisF OS=Exiguobacterium sp. (strain ATCC BAA-1283 / AT1b) OX=360911 GN=hisF PE=3 SV=1
782,O34787,767,357,0.0011,22.9,1,1,0.017,19.0,338,590,0.74,Polyketide biosynthesis protein PksE OS=Bacillus subtilis (strain 168) OX=224308 GN=pksE PE=1 SV=3
783,A5GSQ4,252,357,0.0012,22.8,1,2,42,7.9,66,111,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Synechococcus sp. (strain RCC307) OX=316278 GN=hisA PE=3 SV=1
784,A5GSQ4,252,357,0.0012,22.8,2,2,0.77,13.6,182,221,0.85,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Synechococcus sp. (strain RCC307) OX=316278 GN=hisA PE=3 SV=1
785,A9BAN4,255,357,0.0012,22.8,1,2,0.37,14.6,65,108,0.92,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Prochlorococcus marinus (strain MIT 9211) OX=93059 GN=hisA PE=3 SV=1
786,A9BAN4,255,357,0.0012,22.8,2,2,1.2e+02,6.3,182,224,0.74,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Prochlorococcus marinus (strain MIT 9211) OX=93059 GN=hisA PE=3 SV=1
787,B1HNS5,327,357,0.0012,22.8,1,2,1.5e+03,2.8,128,168,0.89,GMP reductase OS=Lysinibacillus sphaericus (strain C3-41) OX=444177 GN=guaC PE=3 SV=1
788,B1HNS5,327,357,0.0012,22.8,2,2,0.04,17.8,196,240,0.89,GMP reductase OS=Lysinibacillus sphaericus (strain C3-41) OX=444177 GN=guaC PE=3 SV=1
789,A9A5X1,236,357,0.0012,22.8,1,2,76,7.0,61,103,0.84,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Nitrosopumilus maritimus (strain SCM1) OX=436308 GN=hisA PE=3 SV=1
790,A9A5X1,236,357,0.0012,22.8,2,2,0.63,13.8,182,223,0.79,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Nitrosopumilus maritimus (strain SCM1) OX=436308 GN=hisA PE=3 SV=1
791,Q831S1,325,357,0.0012,22.8,1,2,2.3e+03,2.1,127,167,0.87,GMP reductase OS=Enterococcus faecalis (strain ATCC 700802 / V583) OX=226185 GN=guaC PE=3 SV=1
792,Q831S1,325,357,0.0012,22.8,2,2,0.03,18.2,195,244,0.87,GMP reductase OS=Enterococcus faecalis (strain ATCC 700802 / V583) OX=226185 GN=guaC PE=3 SV=1
793,Q10Y87,257,357,0.0012,22.8,1,2,1.1,13.0,66,111,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Trichodesmium erythraeum (strain IMS101) OX=203124 GN=hisA PE=3 SV=1
794,Q10Y87,257,357,0.0012,22.8,2,2,24,8.6,182,216,0.81,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Trichodesmium erythraeum (strain IMS101) OX=203124 GN=hisA PE=3 SV=1
795,Q8DJN7,281,357,0.0012,22.8,1,2,39,8.0,37,111,0.75,Imidazole glycerol phosphate synthase subunit HisF OS=Thermosynechococcus elongatus (strain BP-1) OX=197221 GN=hisF PE=3 SV=1
796,Q8DJN7,281,357,0.0012,22.8,2,2,1.1,13.1,191,228,0.87,Imidazole glycerol phosphate synthase subunit HisF OS=Thermosynechococcus elongatus (strain BP-1) OX=197221 GN=hisF PE=3 SV=1
797,A7Z962,252,357,0.0012,22.8,1,2,2.4,11.9,61,111,0.87,Imidazole glycerol phosphate synthase subunit HisF OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=hisF PE=3 SV=1
798,A7Z962,252,357,0.0012,22.8,2,2,18,9.0,186,237,0.81,Imidazole glycerol phosphate synthase subunit HisF OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=hisF PE=3 SV=1
799,A6TKT5,237,357,0.0012,22.8,1,2,0.2,15.5,64,107,0.88,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Alkaliphilus metalliredigens (strain QYMF) OX=293826 GN=hisA PE=3 SV=1
800,A6TKT5,237,357,0.0012,22.8,2,2,1.5e+02,6.0,182,221,0.84,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Alkaliphilus metalliredigens (strain QYMF) OX=293826 GN=hisA PE=3 SV=1
801,C5A7A2,252,357,0.0012,22.8,1,2,11,9.8,63,111,0.88,Imidazole glycerol phosphate synthase subunit HisF OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=hisF PE=3 SV=1
802,C5A7A2,252,357,0.0012,22.8,2,2,4.4,11.1,185,224,0.90,Imidazole glycerol phosphate synthase subunit HisF OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=hisF PE=3 SV=1
803,Q8DZL4,327,357,0.0012,22.7,1,2,6e+02,4.1,127,169,0.91,GMP reductase OS=Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R) OX=208435 GN=guaC PE=3 SV=1
804,Q8DZL4,327,357,0.0012,22.7,2,2,0.099,16.5,198,240,0.89,GMP reductase OS=Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R) OX=208435 GN=guaC PE=3 SV=1
805,Q8R885,253,357,0.0012,22.7,1,2,3.4,11.5,64,107,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) OX=273068 GN=hisF PE=3 SV=1
806,Q8R885,253,357,0.0012,22.7,2,2,15,9.3,186,224,0.88,Imidazole glycerol phosphate synthase subunit HisF OS=Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) OX=273068 GN=hisF PE=3 SV=1
807,C4L088,327,357,0.0013,22.7,1,1,0.019,18.8,196,242,0.87,GMP reductase OS=Exiguobacterium sp. (strain ATCC BAA-1283 / AT1b) OX=360911 GN=guaC PE=3 SV=1
808,Q814I1,328,357,0.0013,22.7,1,2,1.2e+03,3.1,129,169,0.91,GMP reductase OS=Bacillus cereus (strain ATCC 14579 / DSM 31 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NRRL B-3711) OX=226900 GN=guaC PE=3 SV=1
809,Q814I1,328,357,0.0013,22.7,2,2,0.061,17.2,197,241,0.89,GMP reductase OS=Bacillus cereus (strain ATCC 14579 / DSM 31 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NRRL B-3711) OX=226900 GN=guaC PE=3 SV=1
810,Q8E578,327,357,0.0013,22.7,1,2,6e+02,4.1,127,169,0.91,GMP reductase OS=Streptococcus agalactiae serotype III (strain NEM316) OX=211110 GN=guaC PE=3 SV=1
811,Q8E578,327,357,0.0013,22.7,2,2,0.1,16.4,198,240,0.88,GMP reductase OS=Streptococcus agalactiae serotype III (strain NEM316) OX=211110 GN=guaC PE=3 SV=1
812,Q2KE60,248,357,0.0013,22.7,1,2,4.9,10.9,66,111,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Rhizobium etli (strain CFN 42 / ATCC 51251) OX=347834 GN=hisA PE=3 SV=2
813,Q2KE60,248,357,0.0013,22.7,2,2,11,9.7,184,213,0.88,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Rhizobium etli (strain CFN 42 / ATCC 51251) OX=347834 GN=hisA PE=3 SV=2
814,B9IUZ9,239,357,0.0013,22.7,1,2,8.6,10.1,64,107,0.91,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Bacillus cereus (strain Q1) OX=361100 GN=hisA PE=3 SV=1
815,B9IUZ9,239,357,0.0013,22.7,2,2,4.8,10.9,182,221,0.84,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Bacillus cereus (strain Q1) OX=361100 GN=hisA PE=3 SV=1
816,Q3K110,327,357,0.0013,22.7,1,2,6e+02,4.1,127,169,0.91,GMP reductase OS=Streptococcus agalactiae serotype Ia (strain ATCC 27591 / A909 / CDC SS700) OX=205921 GN=guaC PE=3 SV=1
817,Q3K110,327,357,0.0013,22.7,2,2,0.1,16.4,198,240,0.88,GMP reductase OS=Streptococcus agalactiae serotype Ia (strain ATCC 27591 / A909 / CDC SS700) OX=205921 GN=guaC PE=3 SV=1
818,Q5KVD0,252,357,0.0013,22.7,1,2,1.5,12.6,61,108,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Geobacillus kaustophilus (strain HTA426) OX=235909 GN=hisF PE=3 SV=1
819,Q5KVD0,252,357,0.0013,22.7,2,2,32,8.2,186,234,0.83,Imidazole glycerol phosphate synthase subunit HisF OS=Geobacillus kaustophilus (strain HTA426) OX=235909 GN=hisF PE=3 SV=1
820,A6VJ52,238,357,0.0013,22.7,1,2,5.6,10.7,65,111,0.89,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Methanococcus maripaludis (strain C7 / ATCC BAA-1331) OX=426368 GN=hisA PE=3 SV=1
821,A6VJ52,238,357,0.0013,22.7,2,2,8.8,10.1,183,222,0.93,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Methanococcus maripaludis (strain C7 / ATCC BAA-1331) OX=426368 GN=hisA PE=3 SV=1
822,P60715,253,357,0.0013,22.7,1,2,2.7,11.8,55,111,0.87,Imidazole glycerol phosphate synthase subunit HisF OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) OX=243231 GN=hisF PE=3 SV=1
823,P60715,253,357,0.0013,22.7,2,2,20,8.9,187,225,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) OX=243231 GN=hisF PE=3 SV=1
824,A0RLN5,328,357,0.0013,22.6,1,2,1.2e+03,3.1,129,169,0.91,GMP reductase OS=Bacillus thuringiensis (strain Al Hakam) OX=412694 GN=guaC PE=3 SV=1
825,A0RLN5,328,357,0.0013,22.6,2,2,0.063,17.1,197,241,0.89,GMP reductase OS=Bacillus thuringiensis (strain Al Hakam) OX=412694 GN=guaC PE=3 SV=1
826,A0RZ77,234,357,0.0014,22.6,1,2,30,8.4,62,103,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Cenarchaeum symbiosum (strain A) OX=414004 GN=hisA PE=3 SV=1
827,A0RZ77,234,357,0.0014,22.6,2,2,1.6,12.5,183,221,0.87,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Cenarchaeum symbiosum (strain A) OX=414004 GN=hisA PE=3 SV=1
828,Q6HAI0,327,357,0.0014,22.6,1,2,1.2e+03,3.1,128,168,0.91,GMP reductase OS=Bacillus thuringiensis subsp. konkukian (strain 97-27) OX=281309 GN=guaC PE=3 SV=1
829,Q6HAI0,327,357,0.0014,22.6,2,2,0.062,17.2,196,240,0.89,GMP reductase OS=Bacillus thuringiensis subsp. konkukian (strain 97-27) OX=281309 GN=guaC PE=3 SV=1
830,Q58746,510,357,0.0014,22.6,1,1,0.0028,21.6,333,416,0.75,Archaeal glutamate synthase [NADPH] OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1351 PE=3 SV=1
831,Q72WY4,327,357,0.0014,22.6,1,2,1.2e+03,3.1,128,168,0.91,GMP reductase OS=Bacillus cereus (strain ATCC 10987 / NRS 248) OX=222523 GN=guaC PE=3 SV=1
832,Q72WY4,327,357,0.0014,22.6,2,2,0.062,17.2,196,240,0.89,GMP reductase OS=Bacillus cereus (strain ATCC 10987 / NRS 248) OX=222523 GN=guaC PE=3 SV=1
833,A4W0T4,327,357,0.0014,22.6,1,2,7.6e+02,3.7,128,169,0.91,GMP reductase OS=Streptococcus suis (strain 98HAH33) OX=391296 GN=guaC PE=3 SV=2
834,A4W0T4,327,357,0.0014,22.6,2,2,0.077,16.8,197,240,0.88,GMP reductase OS=Streptococcus suis (strain 98HAH33) OX=391296 GN=guaC PE=3 SV=2
835,A4VUJ2,327,357,0.0014,22.6,1,2,7.6e+02,3.7,128,169,0.91,GMP reductase OS=Streptococcus suis (strain 05ZYH33) OX=391295 GN=guaC PE=3 SV=2
836,A4VUJ2,327,357,0.0014,22.6,2,2,0.077,16.8,197,240,0.88,GMP reductase OS=Streptococcus suis (strain 05ZYH33) OX=391295 GN=guaC PE=3 SV=2
837,P31002,488,357,0.0014,22.6,1,3,1.3,12.8,31,71,0.81,Inosine-5'-monophosphate dehydrogenase OS=Acinetobacter calcoaceticus OX=471 GN=guaB PE=3 SV=1
838,P31002,488,357,0.0014,22.6,2,3,1.1e+03,3.2,265,297,0.82,Inosine-5'-monophosphate dehydrogenase OS=Acinetobacter calcoaceticus OX=471 GN=guaB PE=3 SV=1
839,P31002,488,357,0.0014,22.6,3,3,8.6,10.1,328,369,0.85,Inosine-5'-monophosphate dehydrogenase OS=Acinetobacter calcoaceticus OX=471 GN=guaB PE=3 SV=1
840,A7GVW5,252,357,0.0014,22.5,1,2,1.2e+02,6.4,68,112,0.80,Imidazole glycerol phosphate synthase subunit HisF OS=Campylobacter curvus (strain 525.92) OX=360105 GN=hisF PE=3 SV=1
841,A7GVW5,252,357,0.0014,22.5,2,2,0.47,14.3,187,227,0.91,Imidazole glycerol phosphate synthase subunit HisF OS=Campylobacter curvus (strain 525.92) OX=360105 GN=hisF PE=3 SV=1
842,C1L0J3,240,357,0.0014,22.5,1,2,0.75,13.6,64,110,0.89,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Listeria monocytogenes serotype 4b (strain CLIP80459) OX=568819 GN=hisA PE=3 SV=1
843,C1L0J3,240,357,0.0014,22.5,2,2,64,7.2,182,221,0.80,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Listeria monocytogenes serotype 4b (strain CLIP80459) OX=568819 GN=hisA PE=3 SV=1
844,A8MIU4,302,357,0.0015,22.5,1,1,0.0029,21.6,227,273,0.89,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Alkaliphilus oremlandii (strain OhILAs) OX=350688 GN=pyrD PE=3 SV=1"
845,P62454,272,357,0.0015,22.5,1,2,1.2e+02,6.4,64,111,0.88,Imidazole glycerol phosphate synthase subunit HisF OS=Methanococcus maripaludis (strain S2 / LL) OX=267377 GN=hisF PE=3 SV=1
846,P62454,272,357,0.0015,22.5,2,2,0.55,14.0,206,261,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Methanococcus maripaludis (strain S2 / LL) OX=267377 GN=hisF PE=3 SV=1
