,ids,target_len,query_len,E-value,score_sequence,domain_number,of,i-Evalue,score_domain,from_ali_coord,to_ali_coord,acc,description_of_target
583,Q1GEZ3,253,340,0.0003,25.0,2,2,3.7,11.5,185,229,0.78,Imidazole glycerol phosphate synthase subunit HisF OS=Ruegeria sp. (strain TM1040) OX=292414 GN=hisF PE=3 SV=1
584,Q1Q835,260,340,0.0003,25.0,1,2,7,10.6,54,111,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Psychrobacter cryohalolentis (strain ATCC BAA-1226 / DSM 17306 / VKM B-2378 / K5) OX=335284 GN=hisF PE=3 SV=1
585,Q1Q835,260,340,0.0003,25.0,2,2,0.72,13.9,193,237,0.85,Imidazole glycerol phosphate synthase subunit HisF OS=Psychrobacter cryohalolentis (strain ATCC BAA-1226 / DSM 17306 / VKM B-2378 / K5) OX=335284 GN=hisF PE=3 SV=1
586,B5Z7L6,325,340,0.0003,25.0,1,1,0.0009,23.4,195,247,0.88,GMP reductase OS=Helicobacter pylori (strain G27) OX=563041 GN=guaC PE=3 SV=1
587,Q21NH5,257,340,0.00031,24.9,1,2,1.2,13.1,59,108,0.88,Imidazole glycerol phosphate synthase subunit HisF OS=Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024) OX=203122 GN=hisF PE=3 SV=1
588,Q21NH5,257,340,0.00031,24.9,2,2,1.8,12.5,190,234,0.85,Imidazole glycerol phosphate synthase subunit HisF OS=Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024) OX=203122 GN=hisF PE=3 SV=1
589,A0PXP7,238,340,0.00031,24.9,1,2,0.59,14.1,63,110,0.89,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Clostridium novyi (strain NT) OX=386415 GN=hisA PE=3 SV=1
590,A0PXP7,238,340,0.00031,24.9,2,2,25,8.8,187,221,0.88,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Clostridium novyi (strain NT) OX=386415 GN=hisA PE=3 SV=1
591,A7ZES8,236,340,0.00031,24.9,1,2,0.08,17.0,64,114,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Campylobacter concisus (strain 13826) OX=360104 GN=hisA PE=3 SV=1
592,A7ZES8,236,340,0.00031,24.9,2,2,97,6.9,182,221,0.85,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Campylobacter concisus (strain 13826) OX=360104 GN=hisA PE=3 SV=1
593,B6JCG5,257,340,0.00032,24.9,1,2,1.6,12.7,57,108,0.83,Imidazole glycerol phosphate synthase subunit HisF OS=Oligotropha carboxidovorans (strain ATCC 49405 / DSM 1227 / KCTC 32145 / OM5) OX=504832 GN=hisF PE=3 SV=1
594,B6JCG5,257,340,0.00032,24.9,2,2,3.7,11.5,188,221,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Oligotropha carboxidovorans (strain ATCC 49405 / DSM 1227 / KCTC 32145 / OM5) OX=504832 GN=hisF PE=3 SV=1
595,Q5YYP5,243,340,0.00033,24.8,1,2,0.44,14.6,65,108,0.89,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Nocardia farcinica (strain IFM 10152) OX=247156 GN=hisA PE=3 SV=1
596,Q5YYP5,243,340,0.00033,24.8,2,2,21,9.1,182,225,0.77,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Nocardia farcinica (strain IFM 10152) OX=247156 GN=hisA PE=3 SV=1
597,Q48JY0,343,340,0.00033,24.8,1,1,0.00059,24.0,258,322,0.79,Dihydroorotate dehydrogenase (quinone) OS=Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) OX=264730 GN=pyrD PE=3 SV=2
598,C6E7F4,252,340,0.00033,24.8,1,2,13,9.7,61,111,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Geobacter sp. (strain M21) OX=443144 GN=hisF PE=3 SV=1
599,C6E7F4,252,340,0.00033,24.8,2,2,0.93,13.5,185,205,0.89,Imidazole glycerol phosphate synthase subunit HisF OS=Geobacter sp. (strain M21) OX=443144 GN=hisF PE=3 SV=1
600,Q038Z3,291,340,0.00034,24.8,1,2,72,7.3,126,152,0.78,Dihydroorotate dehydrogenase A (fumarate) OS=Lactobacillus paracasei (strain ATCC 334 / BCRC 17002 / CIP 107868 / KCTC 3260 / NRRL B-441) OX=321967 GN=pyrD PE=3 SV=1
601,Q038Z3,291,340,0.00034,24.8,2,2,0.031,18.3,224,266,0.91,Dihydroorotate dehydrogenase A (fumarate) OS=Lactobacillus paracasei (strain ATCC 334 / BCRC 17002 / CIP 107868 / KCTC 3260 / NRRL B-441) OX=321967 GN=pyrD PE=3 SV=1
602,Q4FPZ3,260,340,0.00034,24.8,1,2,11,10.0,55,111,0.87,Imidazole glycerol phosphate synthase subunit HisF OS=Psychrobacter arcticus (strain DSM 17307 / VKM B-2377 / 273-4) OX=259536 GN=hisF PE=3 SV=1
603,Q4FPZ3,260,340,0.00034,24.8,2,2,0.72,13.9,193,237,0.85,Imidazole glycerol phosphate synthase subunit HisF OS=Psychrobacter arcticus (strain DSM 17307 / VKM B-2377 / 273-4) OX=259536 GN=hisF PE=3 SV=1
604,Q8RBJ3,292,340,0.00034,24.8,1,1,0.00034,24.8,191,242,0.90,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) OX=273068 GN=pdxS PE=3 SV=1
605,B5EDR4,252,340,0.00034,24.8,1,2,13,9.7,61,111,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Geobacter bemidjiensis (strain Bem / ATCC BAA-1014 / DSM 16622) OX=404380 GN=hisF PE=3 SV=1
606,B5EDR4,252,340,0.00034,24.8,2,2,0.99,13.4,185,205,0.89,Imidazole glycerol phosphate synthase subunit HisF OS=Geobacter bemidjiensis (strain Bem / ATCC BAA-1014 / DSM 16622) OX=404380 GN=hisF PE=3 SV=1
607,Q9RPQ5,237,340,0.00034,24.8,1,2,75,7.2,59,110,0.86,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Thermoanaerobacter pseudethanolicus (strain ATCC 33223 / 39E) OX=340099 GN=hisA PE=3 SV=1
608,Q9RPQ5,237,340,0.00034,24.8,2,2,0.09,16.8,182,222,0.91,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Thermoanaerobacter pseudethanolicus (strain ATCC 33223 / 39E) OX=340099 GN=hisA PE=3 SV=1
609,Q84IL8,232,340,0.00035,24.8,1,2,1.4e+03,3.1,35,142,0.75,Pyridoxal 5'-phosphate synthase subunit PdxS (Fragment) OS=Clostridium novyi OX=1542 GN=pdxS PE=3 SV=1
610,Q84IL8,232,340,0.00035,24.8,2,2,0.012,19.7,136,185,0.85,Pyridoxal 5'-phosphate synthase subunit PdxS (Fragment) OS=Clostridium novyi OX=1542 GN=pdxS PE=3 SV=1
611,Q47AM3,252,340,0.00035,24.8,1,2,10,10.0,61,108,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Dechloromonas aromatica (strain RCB) OX=159087 GN=hisF PE=3 SV=1
612,Q47AM3,252,340,0.00035,24.8,2,2,1.2,13.1,185,223,0.80,Imidazole glycerol phosphate synthase subunit HisF OS=Dechloromonas aromatica (strain RCB) OX=159087 GN=hisF PE=3 SV=1
613,Q5MZR5,256,340,0.00035,24.8,1,2,15,9.5,66,106,0.93,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) OX=269084 GN=hisA PE=3 SV=1
614,Q5MZR5,256,340,0.00035,24.8,2,2,0.28,15.2,183,216,0.88,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) OX=269084 GN=hisA PE=3 SV=1
615,Q8GJM0,256,340,0.00035,24.8,1,2,15,9.5,66,106,0.93,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Synechococcus elongatus (strain PCC 7942 / FACHB-805) OX=1140 GN=hisA PE=3 SV=2
616,Q8GJM0,256,340,0.00035,24.8,2,2,0.28,15.2,183,216,0.88,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Synechococcus elongatus (strain PCC 7942 / FACHB-805) OX=1140 GN=hisA PE=3 SV=2
617,P46454,381,340,0.00035,24.8,1,1,0.00067,23.8,286,355,0.81,L-lactate dehydrogenase OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=lldD PE=3 SV=1
618,A3PI62,253,340,0.00035,24.7,1,2,1.2,13.1,53,107,0.85,Imidazole glycerol phosphate synthase subunit HisF OS=Rhodobacter sphaeroides (strain ATCC 17029 / ATH 2.4.9) OX=349101 GN=hisF PE=3 SV=1
619,A3PI62,253,340,0.00035,24.7,2,2,5.3,11.0,185,229,0.81,Imidazole glycerol phosphate synthase subunit HisF OS=Rhodobacter sphaeroides (strain ATCC 17029 / ATH 2.4.9) OX=349101 GN=hisF PE=3 SV=1
620,A8HYT9,243,340,0.00036,24.7,1,2,2.8,11.9,66,107,0.92,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM 20966 / NBRC 14845 / NCIMB 13405 / ORS 571) OX=438753 GN=hisA PE=3 SV=1
621,A8HYT9,243,340,0.00036,24.7,2,2,0.9,13.5,184,213,0.87,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM 20966 / NBRC 14845 / NCIMB 13405 / ORS 571) OX=438753 GN=hisA PE=3 SV=1
622,A8LWZ4,306,340,0.00038,24.7,1,1,0.00097,23.3,206,251,0.88,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Salinispora arenicola (strain CNS-205) OX=391037 GN=pdxS PE=3 SV=1
623,B0UHR5,258,340,0.00038,24.6,1,2,3.1,11.8,62,111,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Methylobacterium sp. (strain 4-46) OX=426117 GN=hisF PE=3 SV=1
624,B0UHR5,258,340,0.00038,24.6,2,2,0.64,14.0,189,237,0.79,Imidazole glycerol phosphate synthase subunit HisF OS=Methylobacterium sp. (strain 4-46) OX=426117 GN=hisF PE=3 SV=1
625,Q2J340,255,340,0.00038,24.6,1,2,2.7,12.0,62,108,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Rhodopseudomonas palustris (strain HaA2) OX=316058 GN=hisF PE=3 SV=1
626,Q2J340,255,340,0.00038,24.6,2,2,5.1,11.1,187,208,0.83,Imidazole glycerol phosphate synthase subunit HisF OS=Rhodopseudomonas palustris (strain HaA2) OX=316058 GN=hisF PE=3 SV=1
627,B0K4N7,292,340,0.00038,24.6,1,1,0.00038,24.6,192,242,0.87,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Thermoanaerobacter sp. (strain X514) OX=399726 GN=pdxS PE=3 SV=1
628,Q18C71,240,340,0.00039,24.6,1,2,2.1,12.3,64,106,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Clostridioides difficile (strain 630) OX=272563 GN=hisA PE=3 SV=1
629,Q18C71,240,340,0.00039,24.6,2,2,9.7,10.2,181,221,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Clostridioides difficile (strain 630) OX=272563 GN=hisA PE=3 SV=1
630,A4WUS8,253,340,0.0004,24.6,1,2,1.6,12.8,53,108,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Rhodobacter sphaeroides (strain ATCC 17025 / ATH 2.4.3) OX=349102 GN=hisF PE=3 SV=1
631,A4WUS8,253,340,0.0004,24.6,2,2,1.9,12.5,185,229,0.77,Imidazole glycerol phosphate synthase subunit HisF OS=Rhodobacter sphaeroides (strain ATCC 17025 / ATH 2.4.3) OX=349102 GN=hisF PE=3 SV=1
632,Q5FJB5,307,340,0.00041,24.5,1,1,0.00081,23.6,228,281,0.85,Dihydroorotate dehydrogenase A (fumarate) OS=Lactobacillus acidophilus (strain ATCC 700396 / NCK56 / N2 / NCFM) OX=272621 GN=pyrD PE=3 SV=1
633,Q92TB3,258,340,0.00041,24.5,1,2,4.1,11.4,56,114,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Rhizobium meliloti (strain 1021) OX=266834 GN=hisF PE=3 SV=1
634,Q92TB3,258,340,0.00041,24.5,2,2,3,11.8,190,212,0.81,Imidazole glycerol phosphate synthase subunit HisF OS=Rhizobium meliloti (strain 1021) OX=266834 GN=hisF PE=3 SV=1
635,B0KAS1,292,340,0.00041,24.5,1,1,0.00041,24.5,192,242,0.87,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Thermoanaerobacter pseudethanolicus (strain ATCC 33223 / 39E) OX=340099 GN=pdxS PE=3 SV=1
636,Q89WM5,248,340,0.00041,24.5,1,2,2.7,12.0,69,110,0.91,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110) OX=224911 GN=hisA PE=3 SV=1
637,Q89WM5,248,340,0.00041,24.5,2,2,0.5,14.4,187,216,0.82,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110) OX=224911 GN=hisA PE=3 SV=1
638,B5YJH1,303,340,0.00041,24.5,1,1,0.00055,24.1,227,270,0.84,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Thermodesulfovibrio yellowstonii (strain ATCC 51303 / DSM 11347 / YP87) OX=289376 GN=pyrD PE=3 SV=1"
639,C6BSE3,242,340,0.00042,24.5,1,2,2.8,11.9,61,114,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Desulfovibrio salexigens (strain ATCC 14822 / DSM 2638 / NCIB 8403 / VKM B-1763) OX=526222 GN=hisA PE=3 SV=1
640,C6BSE3,242,340,0.00042,24.5,2,2,7.4,10.5,177,211,0.73,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Desulfovibrio salexigens (strain ATCC 14822 / DSM 2638 / NCIB 8403 / VKM B-1763) OX=526222 GN=hisA PE=3 SV=1
641,Q8YT31,259,340,0.00043,24.5,1,2,4.5,11.3,56,106,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690 GN=hisF PE=3 SV=1
642,Q8YT31,259,340,0.00043,24.5,2,2,3,11.8,188,225,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690 GN=hisF PE=3 SV=1
643,P58800,251,340,0.00043,24.5,1,2,58,7.6,61,106,0.89,Imidazole glycerol phosphate synthase subunit HisF OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=hisF PE=3 SV=1
644,P58800,251,340,0.00043,24.5,2,2,0.39,14.7,184,227,0.89,Imidazole glycerol phosphate synthase subunit HisF OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=hisF PE=3 SV=1
645,Q49XD2,328,340,0.00044,24.4,1,1,0.003,21.7,196,239,0.88,GMP reductase OS=Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41) OX=342451 GN=guaC PE=3 SV=1
646,B0T7X2,380,340,0.00045,24.4,1,1,0.0007,23.8,281,363,0.79,L-lactate dehydrogenase OS=Caulobacter sp. (strain K31) OX=366602 GN=lldD PE=3 SV=1
647,A9VLH6,239,340,0.00045,24.4,1,2,1.1,13.3,65,108,0.85,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Bacillus mycoides (strain KBAB4) OX=315730 GN=hisA PE=3 SV=1
648,A9VLH6,239,340,0.00045,24.4,2,2,17,9.3,187,221,0.89,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Bacillus mycoides (strain KBAB4) OX=315730 GN=hisA PE=3 SV=1
649,Q1CT17,325,340,0.00045,24.4,1,1,0.0012,23.0,195,245,0.88,GMP reductase OS=Helicobacter pylori (strain HPAG1) OX=357544 GN=guaC PE=3 SV=1
650,O25525,327,340,0.00045,24.4,1,1,0.0013,22.9,197,250,0.89,GMP reductase OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=guaC PE=3 SV=1
651,Q04GD9,323,340,0.00047,24.3,1,1,0.0013,22.9,189,244,0.89,GMP reductase OS=Oenococcus oeni (strain ATCC BAA-331 / PSU-1) OX=203123 GN=guaC PE=3 SV=1
652,A4YJV5,258,340,0.00048,24.3,1,2,4.3,11.3,62,107,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Bradyrhizobium sp. (strain ORS 278) OX=114615 GN=hisF PE=3 SV=1
653,A4YJV5,258,340,0.00048,24.3,2,2,4.2,11.3,189,231,0.81,Imidazole glycerol phosphate synthase subunit HisF OS=Bradyrhizobium sp. (strain ORS 278) OX=114615 GN=hisF PE=3 SV=1
654,Q2NHB3,237,340,0.00048,24.3,1,2,6,10.8,62,107,0.92,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Methanosphaera stadtmanae (strain ATCC 43021 / DSM 3091 / JCM 11832 / MCB-3) OX=339860 GN=hisA PE=3 SV=1
655,Q2NHB3,237,340,0.00048,24.3,2,2,3.6,11.6,182,221,0.89,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Methanosphaera stadtmanae (strain ATCC 43021 / DSM 3091 / JCM 11832 / MCB-3) OX=339860 GN=hisA PE=3 SV=1
656,A4SV19,253,340,0.00048,24.3,1,2,11,10.0,66,109,0.84,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Polynucleobacter asymbioticus (strain DSM 18221 / CIP 109841 / QLW-P1DMWA-1) OX=312153 GN=hisA PE=3 SV=1
657,A4SV19,253,340,0.00048,24.3,2,2,0.59,14.2,185,218,0.89,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Polynucleobacter asymbioticus (strain DSM 18221 / CIP 109841 / QLW-P1DMWA-1) OX=312153 GN=hisA PE=3 SV=1
658,B8FP24,253,340,0.0005,24.2,1,2,9.3,10.2,61,107,0.87,Imidazole glycerol phosphate synthase subunit HisF OS=Desulfitobacterium hafniense (strain DCB-2 / DSM 10664) OX=272564 GN=hisF PE=3 SV=1
659,B8FP24,253,340,0.0005,24.2,2,2,2.3,12.2,185,229,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Desulfitobacterium hafniense (strain DCB-2 / DSM 10664) OX=272564 GN=hisF PE=3 SV=1
660,Q01YA2,304,340,0.0005,24.2,1,1,0.001,23.2,226,268,0.92,Putative dihydroorotate dehydrogenase A (fumarate) OS=Solibacter usitatus (strain Ellin6076) OX=234267 GN=pyrD PE=3 SV=1
661,Q24QJ5,254,340,0.00051,24.2,1,2,9.4,10.2,62,108,0.87,Imidazole glycerol phosphate synthase subunit HisF OS=Desulfitobacterium hafniense (strain Y51) OX=138119 GN=hisF PE=3 SV=1
662,Q24QJ5,254,340,0.00051,24.2,2,2,2.3,12.2,186,230,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Desulfitobacterium hafniense (strain Y51) OX=138119 GN=hisF PE=3 SV=1
663,C1ATY9,244,340,0.00051,24.2,1,2,0.69,13.9,65,111,0.87,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Rhodococcus opacus (strain B4) OX=632772 GN=hisA PE=3 SV=1
664,C1ATY9,244,340,0.00051,24.2,2,2,15,9.5,182,227,0.82,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Rhodococcus opacus (strain B4) OX=632772 GN=hisA PE=3 SV=1
665,Q8ERJ2,327,340,0.00051,24.2,1,1,0.0017,22.5,195,240,0.88,GMP reductase OS=Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831) OX=221109 GN=guaC PE=3 SV=1
666,A5VHS3,308,340,0.00054,24.1,1,1,0.0023,22.0,231,273,0.91,Dihydroorotate dehydrogenase A (fumarate) OS=Lactobacillus reuteri (strain DSM 20016) OX=557436 GN=pyrD PE=3 SV=1
667,B2G5A3,308,340,0.00054,24.1,1,1,0.0023,22.0,231,273,0.91,Dihydroorotate dehydrogenase A (fumarate) OS=Lactobacillus reuteri (strain JCM 1112) OX=557433 GN=pyrD PE=3 SV=1
668,A1ASB3,304,340,0.00057,24.1,1,1,0.00096,23.3,226,276,0.86,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1) OX=338966 GN=pyrD PE=3 SV=1"
669,O05269,326,340,0.00057,24.1,1,1,0.0016,22.5,195,242,0.88,GMP reductase OS=Bacillus subtilis (strain 168) OX=224308 GN=guaC PE=2 SV=2
670,Q0W1L8,212,340,0.00057,24.0,1,1,0.0012,23.0,100,204,0.84,Thiamine-phosphate synthase OS=Methanocella arvoryzae (strain DSM 22066 / NBRC 105507 / MRE50) OX=351160 GN=thiE PE=3 SV=1
671,Q9A230,241,340,0.00058,24.0,1,2,0.69,13.9,65,107,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Caulobacter vibrioides (strain ATCC 19089 / CB15) OX=190650 GN=hisA PE=3 SV=1
672,Q9A230,241,340,0.00058,24.0,2,2,1.5,12.8,182,208,0.76,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Caulobacter vibrioides (strain ATCC 19089 / CB15) OX=190650 GN=hisA PE=3 SV=1
673,A9B891,293,340,0.0006,24.0,1,1,0.0014,22.8,193,239,0.87,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785 / 114-95) OX=316274 GN=pdxS PE=3 SV=1
674,Q6GDD0,234,340,0.0006,24.0,1,1,0.0013,22.9,181,223,0.93,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Staphylococcus aureus (strain MRSA252) OX=282458 GN=hisA PE=3 SV=1
675,B1YIR7,309,340,0.0006,24.0,1,1,0.00077,23.6,225,268,0.91,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Exiguobacterium sibiricum (strain DSM 17290 / CIP 109462 / JCM 13490 / 255-15) OX=262543 GN=pyrD PE=3 SV=1"
676,A7Z8C3,326,340,0.00061,24.0,1,1,0.0017,22.5,195,240,0.89,GMP reductase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=guaC PE=3 SV=1
677,Q8CWG1,304,340,0.00061,24.0,1,1,0.0012,23.0,224,266,0.92,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831) OX=221109 GN=pyrD PE=3 SV=1"
678,Q2YZ70,234,340,0.00062,23.9,1,1,0.0013,22.9,181,223,0.93,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Staphylococcus aureus (strain bovine RF122 / ET3-1) OX=273036 GN=hisA PE=3 SV=1
679,B1LUA2,267,340,0.00062,23.9,1,2,4.9,11.1,59,108,0.85,Imidazole glycerol phosphate synthase subunit HisF OS=Methylobacterium radiotolerans (strain ATCC 27329 / DSM 1819 / JCM 2831 / NBRC 15690 / NCIMB 10815 / 0-1) OX=426355 GN=hisF PE=3 SV=1
680,B1LUA2,267,340,0.00062,23.9,2,2,0.46,14.5,189,244,0.83,Imidazole glycerol phosphate synthase subunit HisF OS=Methylobacterium radiotolerans (strain ATCC 27329 / DSM 1819 / JCM 2831 / NBRC 15690 / NCIMB 10815 / 0-1) OX=426355 GN=hisF PE=3 SV=1
681,Q4L3H8,295,340,0.00063,23.9,1,1,0.0021,22.2,196,252,0.83,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Staphylococcus haemolyticus (strain JCSC1435) OX=279808 GN=pdxS PE=3 SV=1
682,A5IWA1,234,340,0.00063,23.9,1,1,0.0013,22.9,181,223,0.93,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Staphylococcus aureus (strain JH9) OX=359786 GN=hisA PE=3 SV=1
683,A6U559,234,340,0.00063,23.9,1,1,0.0013,22.9,181,223,0.93,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Staphylococcus aureus (strain JH1) OX=359787 GN=hisA PE=3 SV=1
684,A7X764,234,340,0.00063,23.9,1,1,0.0013,22.9,181,223,0.93,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Staphylococcus aureus (strain Mu3 / ATCC 700698) OX=418127 GN=hisA PE=3 SV=1
685,P64359,234,340,0.00063,23.9,1,1,0.0013,22.9,181,223,0.93,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Staphylococcus aureus (strain Mu50 / ATCC 700699) OX=158878 GN=hisA PE=3 SV=1
686,P64360,234,340,0.00063,23.9,1,1,0.0013,22.9,181,223,0.93,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Staphylococcus aureus (strain N315) OX=158879 GN=hisA PE=3 SV=1
687,Q7U5M8,256,340,0.00064,23.9,1,2,7.7,10.5,59,103,0.84,Imidazole glycerol phosphate synthase subunit hisF1 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=hisF1 PE=3 SV=1
688,Q7U5M8,256,340,0.00064,23.9,2,2,1.3,13.0,185,230,0.88,Imidazole glycerol phosphate synthase subunit hisF1 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=hisF1 PE=3 SV=1
