,ids,target_len,query_len,E-value,score_sequence,domain_number,of,i-Evalue,score_domain,from_ali_coord,to_ali_coord,acc,description_of_target
861,B8J216,259,354,0.0013,22.8,1,2,71,7.2,63,105,0.88,Imidazole glycerol phosphate synthase subunit HisF OS=Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949 / MB) OX=525146 GN=hisF PE=3 SV=1
862,B8J216,259,354,0.0013,22.8,2,2,0.41,14.6,190,223,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949 / MB) OX=525146 GN=hisF PE=3 SV=1
863,A6LDI7,251,354,0.0014,22.8,1,2,0.19,15.7,63,107,0.90,Imidazole glycerol phosphate synthase subunit HisF OS=Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152) OX=435591 GN=hisF PE=3 SV=1
864,A6LDI7,251,354,0.0014,22.8,2,2,3e+02,5.2,189,219,0.78,Imidazole glycerol phosphate synthase subunit HisF OS=Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152) OX=435591 GN=hisF PE=3 SV=1
865,Q4JW52,260,354,0.0014,22.7,1,2,0.75,13.7,57,105,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Corynebacterium jeikeium (strain K411) OX=306537 GN=hisF PE=3 SV=1
866,Q4JW52,260,354,0.0014,22.7,2,2,43,7.9,195,237,0.88,Imidazole glycerol phosphate synthase subunit HisF OS=Corynebacterium jeikeium (strain K411) OX=306537 GN=hisF PE=3 SV=1
867,A1KRQ4,335,354,0.0014,22.7,1,1,0.0025,21.9,277,315,0.89,Dihydroorotate dehydrogenase (quinone) OS=Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM 15464 / FAM18) OX=272831 GN=pyrD PE=3 SV=1
868,A8LHX5,253,354,0.0014,22.7,1,2,1.1e+02,6.7,53,108,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Dinoroseobacter shibae (strain DSM 16493 / NCIMB 14021 / DFL 12) OX=398580 GN=hisF PE=3 SV=1
869,A8LHX5,253,354,0.0014,22.7,2,2,0.4,14.6,185,229,0.80,Imidazole glycerol phosphate synthase subunit HisF OS=Dinoroseobacter shibae (strain DSM 16493 / NCIMB 14021 / DFL 12) OX=398580 GN=hisF PE=3 SV=1
870,A9M2Q5,255,354,0.0014,22.7,1,2,12,9.8,58,110,0.87,Imidazole glycerol phosphate synthase subunit HisF OS=Neisseria meningitidis serogroup C (strain 053442) OX=374833 GN=hisF PE=3 SV=1
871,A9M2Q5,255,354,0.0014,22.7,2,2,1.9,12.4,188,226,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Neisseria meningitidis serogroup C (strain 053442) OX=374833 GN=hisF PE=3 SV=1
872,B7GQS5,256,354,0.0014,22.7,1,2,32,8.4,62,107,0.87,Imidazole glycerol phosphate synthase subunit HisF OS=Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM 1222 / NCTC 11817 / S12) OX=391904 GN=hisF PE=3 SV=1
873,B7GQS5,256,354,0.0014,22.7,2,2,1.4,12.8,191,234,0.93,Imidazole glycerol phosphate synthase subunit HisF OS=Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM 1222 / NCTC 11817 / S12) OX=391904 GN=hisF PE=3 SV=1
874,Q49V28,295,354,0.0014,22.7,1,1,0.023,18.7,197,252,0.81,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41) OX=342451 GN=pdxS PE=3 SV=1
875,B0KG90,341,354,0.0014,22.7,1,1,0.0024,21.9,231,323,0.74,Dihydroorotate dehydrogenase (quinone) OS=Pseudomonas putida (strain GB-1) OX=76869 GN=pyrD PE=3 SV=1
876,A9KP30,258,354,0.0014,22.7,1,2,55,7.6,53,107,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Lachnoclostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg) OX=357809 GN=hisF PE=3 SV=1
877,A9KP30,258,354,0.0014,22.7,2,2,1.2,13.1,186,226,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Lachnoclostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg) OX=357809 GN=hisF PE=3 SV=1
878,A9ML12,245,354,0.0014,22.7,1,2,0.013,19.5,54,110,0.88,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980) OX=41514 GN=hisA PE=3 SV=1
879,A9ML12,245,354,0.0014,22.7,2,2,5.6e+02,4.3,201,230,0.84,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980) OX=41514 GN=hisA PE=3 SV=1
880,A5UBN2,291,354,0.0014,22.7,1,1,0.0023,22.0,192,239,0.89,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Haemophilus influenzae (strain PittEE) OX=374930 GN=pdxS PE=3 SV=1
881,P45293,291,354,0.0014,22.7,1,1,0.0023,22.0,192,239,0.89,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=pdxS PE=1 SV=1
882,Q4QJU5,291,354,0.0014,22.7,1,1,0.0023,22.0,192,239,0.89,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Haemophilus influenzae (strain 86-028NP) OX=281310 GN=pdxS PE=3 SV=1
883,Q2YAV0,252,354,0.0015,22.7,1,2,36,8.2,63,108,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Nitrosospira multiformis (strain ATCC 25196 / NCIMB 11849 / C 71) OX=323848 GN=hisF PE=3 SV=1
884,Q2YAV0,252,354,0.0015,22.7,2,2,0.95,13.4,185,229,0.82,Imidazole glycerol phosphate synthase subunit HisF OS=Nitrosospira multiformis (strain ATCC 25196 / NCIMB 11849 / C 71) OX=323848 GN=hisF PE=3 SV=1
885,A1R5S1,258,354,0.0015,22.6,1,2,7,10.5,61,108,0.88,Imidazole glycerol phosphate synthase subunit HisF OS=Paenarthrobacter aurescens (strain TC1) OX=290340 GN=hisF PE=3 SV=1
886,A1R5S1,258,354,0.0015,22.6,2,2,4.1,11.3,192,241,0.82,Imidazole glycerol phosphate synthase subunit HisF OS=Paenarthrobacter aurescens (strain TC1) OX=290340 GN=hisF PE=3 SV=1
887,P50098,512,354,0.0015,22.6,1,2,3.2,11.6,50,100,0.85,Inosine-5'-monophosphate dehydrogenase OS=Trypanosoma brucei brucei OX=5702 PE=1 SV=1
888,P50098,512,354,0.0015,22.6,2,2,21,8.9,347,400,0.73,Inosine-5'-monophosphate dehydrogenase OS=Trypanosoma brucei brucei OX=5702 PE=1 SV=1
889,Q8G6F7,256,354,0.0015,22.6,1,2,32,8.4,62,107,0.87,Imidazole glycerol phosphate synthase subunit HisF OS=Bifidobacterium longum (strain NCC 2705) OX=206672 GN=hisF PE=3 SV=1
890,Q8G6F7,256,354,0.0015,22.6,2,2,1.4,12.8,191,234,0.93,Imidazole glycerol phosphate synthase subunit HisF OS=Bifidobacterium longum (strain NCC 2705) OX=206672 GN=hisF PE=3 SV=1
891,Q722Y6,240,354,0.0015,22.6,1,2,1.1,13.2,63,111,0.91,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Listeria monocytogenes serotype 4b (strain F2365) OX=265669 GN=hisA PE=3 SV=1
892,Q722Y6,240,354,0.0015,22.6,2,2,60,7.5,185,221,0.87,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Listeria monocytogenes serotype 4b (strain F2365) OX=265669 GN=hisA PE=3 SV=1
893,C0Q9D3,259,354,0.0015,22.6,1,2,8.8,10.2,41,107,0.80,Imidazole glycerol phosphate synthase subunit HisF OS=Desulfobacterium autotrophicum (strain ATCC 43914 / DSM 3382 / HRM2) OX=177437 GN=hisF PE=3 SV=1
894,C0Q9D3,259,354,0.0015,22.6,2,2,4.1,11.3,190,223,0.85,Imidazole glycerol phosphate synthase subunit HisF OS=Desulfobacterium autotrophicum (strain ATCC 43914 / DSM 3382 / HRM2) OX=177437 GN=hisF PE=3 SV=1
895,Q18JI3,270,354,0.0015,22.6,1,2,0.14,16.2,67,116,0.90,Imidazole glycerol phosphate synthase subunit HisF OS=Haloquadratum walsbyi (strain DSM 16790 / HBSQ001) OX=362976 GN=hisF PE=3 SV=1
896,Q18JI3,270,354,0.0015,22.6,2,2,4.3e+02,4.7,204,233,0.80,Imidazole glycerol phosphate synthase subunit HisF OS=Haloquadratum walsbyi (strain DSM 16790 / HBSQ001) OX=362976 GN=hisF PE=3 SV=1
897,C5BMF5,257,354,0.0015,22.6,1,2,2.2,12.2,56,106,0.88,Imidazole glycerol phosphate synthase subunit HisF OS=Teredinibacter turnerae (strain ATCC 39867 / T7901) OX=377629 GN=hisF PE=3 SV=1
898,C5BMF5,257,354,0.0015,22.6,2,2,16,9.3,193,234,0.83,Imidazole glycerol phosphate synthase subunit HisF OS=Teredinibacter turnerae (strain ATCC 39867 / T7901) OX=377629 GN=hisF PE=3 SV=1
899,Q3BZH2,388,354,0.0015,22.6,1,1,0.0022,22.0,283,363,0.81,L-lactate dehydrogenase OS=Xanthomonas campestris pv. vesicatoria (strain 85-10) OX=316273 GN=lldD PE=3 SV=1
900,A9VTC4,309,354,0.0015,22.6,1,1,0.005,20.9,225,267,0.93,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Bacillus mycoides (strain KBAB4) OX=315730 GN=pyrD PE=3 SV=1"
901,A3MSN0,336,354,0.0015,22.6,1,1,0.0015,22.6,233,285,0.91,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Pyrobaculum calidifontis (strain JCM 11548 / VA1) OX=410359 GN=pdxS PE=3 SV=1
902,A0RZ77,234,354,0.0015,22.6,1,2,0.24,15.4,62,102,0.85,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Cenarchaeum symbiosum (strain A) OX=414004 GN=hisA PE=3 SV=1
903,A0RZ77,234,354,0.0015,22.6,2,2,89,6.9,189,220,0.87,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Cenarchaeum symbiosum (strain A) OX=414004 GN=hisA PE=3 SV=1
904,Q0TG63,245,354,0.0015,22.6,1,2,0.026,18.5,56,110,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli O6:K15:H31 (strain 536 / UPEC) OX=362663 GN=hisA PE=3 SV=1
905,Q0TG63,245,354,0.0015,22.6,2,2,9.3e+02,3.6,201,230,0.87,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli O6:K15:H31 (strain 536 / UPEC) OX=362663 GN=hisA PE=3 SV=1
906,Q1RA49,245,354,0.0015,22.6,1,2,0.026,18.5,56,110,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli (strain UTI89 / UPEC) OX=364106 GN=hisA PE=3 SV=2
907,Q1RA49,245,354,0.0015,22.6,2,2,9.3e+02,3.6,201,230,0.87,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli (strain UTI89 / UPEC) OX=364106 GN=hisA PE=3 SV=2
908,Q8FG49,245,354,0.0015,22.6,1,2,0.026,18.5,56,110,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=hisA PE=3 SV=2
909,Q8FG49,245,354,0.0015,22.6,2,2,9.3e+02,3.6,201,230,0.87,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=hisA PE=3 SV=2
910,A8AAK3,255,354,0.0016,22.6,1,2,3.8,11.4,63,108,0.90,Imidazole glycerol phosphate synthase subunit HisF OS=Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125) OX=453591 GN=hisF PE=3 SV=1
911,A8AAK3,255,354,0.0016,22.6,2,2,15,9.5,185,225,0.82,Imidazole glycerol phosphate synthase subunit HisF OS=Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125) OX=453591 GN=hisF PE=3 SV=1
912,B2A2Z7,295,354,0.0016,22.6,1,1,0.0016,22.6,194,244,0.86,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Natranaerobius thermophilus (strain ATCC BAA-1301 / DSM 18059 / JW/NM-WN-LF) OX=457570 GN=pdxS PE=3 SV=1
913,Q831S1,325,354,0.0016,22.5,1,1,0.0043,21.1,195,246,0.87,GMP reductase OS=Enterococcus faecalis (strain ATCC 700802 / V583) OX=226185 GN=guaC PE=3 SV=1
914,Q5P795,252,354,0.0016,22.5,1,2,3.7,11.5,62,112,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Aromatoleum aromaticum (strain EbN1) OX=76114 GN=hisF PE=3 SV=1
915,Q5P795,252,354,0.0016,22.5,2,2,2.8,11.8,185,229,0.82,Imidazole glycerol phosphate synthase subunit HisF OS=Aromatoleum aromaticum (strain EbN1) OX=76114 GN=hisF PE=3 SV=1
916,Q8EUY2,306,354,0.0016,22.5,1,1,0.0031,21.6,228,270,0.92,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Mycoplasma penetrans (strain HF-2) OX=272633 GN=pyrD PE=3 SV=1"
917,B0T799,241,354,0.0016,22.5,1,2,2.2,12.2,65,107,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Caulobacter sp. (strain K31) OX=366602 GN=hisA PE=3 SV=1
918,B0T799,241,354,0.0016,22.5,2,2,1.8,12.5,182,207,0.85,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Caulobacter sp. (strain K31) OX=366602 GN=hisA PE=3 SV=1
919,Q8PR33,388,354,0.0016,22.5,1,1,0.0024,21.9,283,363,0.81,L-lactate dehydrogenase OS=Xanthomonas axonopodis pv. citri (strain 306) OX=190486 GN=lldD PE=3 SV=1
920,O58878,207,354,0.0016,22.5,1,1,0.01,19.9,105,193,0.78,Thiamine-phosphate synthase OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=thiE PE=3 SV=2
921,O14027,296,354,0.0016,22.5,1,1,0.0046,21.0,194,252,0.83,Probable pyridoxal 5'-phosphate synthase subunit PDX1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=snz1 PE=1 SV=1
922,Q8TYA2,275,354,0.0016,22.5,1,1,0.0023,22.0,191,238,0.88,Tryptophan synthase alpha chain OS=Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938) OX=190192 GN=trpA PE=3 SV=1
923,B4SMK1,379,354,0.0016,22.5,1,1,0.0025,21.9,280,347,0.80,L-lactate dehydrogenase OS=Stenotrophomonas maltophilia (strain R551-3) OX=391008 GN=lldD PE=3 SV=1
924,Q5YTD8,306,354,0.0017,22.5,1,1,0.0017,22.5,206,251,0.87,Pyridoxal 5'-phosphate synthase subunit PdxS OS=Nocardia farcinica (strain IFM 10152) OX=247156 GN=pdxS PE=3 SV=1
925,B2J2G1,257,354,0.0017,22.5,1,2,7.3,10.5,60,106,0.88,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Nostoc punctiforme (strain ATCC 29133 / PCC 73102) OX=63737 GN=hisA PE=3 SV=1
926,B2J2G1,257,354,0.0017,22.5,2,2,1.4,12.9,182,216,0.83,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Nostoc punctiforme (strain ATCC 29133 / PCC 73102) OX=63737 GN=hisA PE=3 SV=1
927,B7MFG9,396,354,0.0017,22.5,1,1,0.003,21.6,283,363,0.82,L-lactate dehydrogenase OS=Escherichia coli O45:K1 (strain S88 / ExPEC) OX=585035 GN=lldD PE=3 SV=1
928,Q1R4Z0,396,354,0.0017,22.5,1,1,0.003,21.6,283,363,0.82,L-lactate dehydrogenase OS=Escherichia coli (strain UTI89 / UPEC) OX=364106 GN=lldD PE=3 SV=1
929,A3PCK5,255,354,0.0017,22.5,1,2,0.47,14.4,66,108,0.92,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Prochlorococcus marinus (strain MIT 9301) OX=167546 GN=hisA PE=3 SV=1
930,A3PCK5,255,354,0.0017,22.5,2,2,1.7e+02,6.0,181,215,0.80,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Prochlorococcus marinus (strain MIT 9301) OX=167546 GN=hisA PE=3 SV=1
931,Q82WM5,249,354,0.0017,22.4,1,2,8.3,10.3,66,109,0.93,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298) OX=228410 GN=hisA PE=3 SV=1
932,Q82WM5,249,354,0.0017,22.4,2,2,3.1,11.7,186,218,0.81,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298) OX=228410 GN=hisA PE=3 SV=1
933,A1KSN6,255,354,0.0017,22.4,1,2,12,9.7,58,109,0.87,Imidazole glycerol phosphate synthase subunit HisF OS=Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM 15464 / FAM18) OX=272831 GN=hisF PE=3 SV=1
934,A1KSN6,255,354,0.0017,22.4,2,2,1.7,12.6,188,226,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM 15464 / FAM18) OX=272831 GN=hisF PE=3 SV=1
935,A0RHQ6,309,354,0.0017,22.4,1,1,0.0054,20.8,225,267,0.93,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Bacillus thuringiensis (strain Al Hakam) OX=412694 GN=pyrD PE=3 SV=1"
936,A4G9I7,265,354,0.0017,22.4,1,2,1.4e+02,6.3,54,117,0.82,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Herminiimonas arsenicoxydans OX=204773 GN=hisA PE=3 SV=1
937,A4G9I7,265,354,0.0017,22.4,2,2,0.44,14.5,194,232,0.76,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Herminiimonas arsenicoxydans OX=204773 GN=hisA PE=3 SV=1
938,B1LP17,245,354,0.0017,22.4,1,2,0.038,18.0,56,110,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli (strain SMS-3-5 / SECEC) OX=439855 GN=hisA PE=3 SV=1
939,B1LP17,245,354,0.0017,22.4,2,2,9.3e+02,3.6,201,230,0.87,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli (strain SMS-3-5 / SECEC) OX=439855 GN=hisA PE=3 SV=1
940,C3PHA6,254,354,0.0017,22.4,1,2,5.5,10.9,57,104,0.84,Imidazole glycerol phosphate synthase subunit HisF OS=Corynebacterium aurimucosum (strain ATCC 700975 / DSM 44827 / CN-1) OX=548476 GN=hisF PE=3 SV=1
941,C3PHA6,254,354,0.0017,22.4,2,2,5.3,10.9,188,232,0.88,Imidazole glycerol phosphate synthase subunit HisF OS=Corynebacterium aurimucosum (strain ATCC 700975 / DSM 44827 / CN-1) OX=548476 GN=hisF PE=3 SV=1
942,B7HLL8,309,354,0.0017,22.4,1,1,0.0054,20.8,225,267,0.93,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Bacillus cereus (strain AH187) OX=405534 GN=pyrD PE=3 SV=1"
943,B7JJX1,309,354,0.0017,22.4,1,1,0.0054,20.8,225,267,0.93,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Bacillus cereus (strain AH820) OX=405535 GN=pyrD PE=3 SV=1"
944,B9IVW1,309,354,0.0017,22.4,1,1,0.0054,20.8,225,267,0.93,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Bacillus cereus (strain Q1) OX=361100 GN=pyrD PE=3 SV=1"
945,C1EPP8,309,354,0.0017,22.4,1,1,0.0054,20.8,225,267,0.93,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Bacillus cereus (strain 03BB102) OX=572264 GN=pyrD PE=3 SV=1"
946,C3L742,309,354,0.0017,22.4,1,1,0.0054,20.8,225,267,0.93,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Bacillus anthracis (strain CDC 684 / NRRL 3495) OX=568206 GN=pyrD PE=3 SV=1"
947,C3P654,309,354,0.0017,22.4,1,1,0.0054,20.8,225,267,0.93,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Bacillus anthracis (strain A0248) OX=592021 GN=pyrD PE=3 SV=1"
948,Q636E2,309,354,0.0017,22.4,1,1,0.0054,20.8,225,267,0.93,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Bacillus cereus (strain ZK / E33L) OX=288681 GN=pyrD PE=3 SV=1"
949,Q6HET0,309,354,0.0017,22.4,1,1,0.0054,20.8,225,267,0.93,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Bacillus thuringiensis subsp. konkukian (strain 97-27) OX=281309 GN=pyrD PE=3 SV=1"
950,Q732I5,309,354,0.0017,22.4,1,1,0.0054,20.8,225,267,0.93,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Bacillus cereus (strain ATCC 10987 / NRS 248) OX=222523 GN=pyrD PE=3 SV=1"
951,Q81WF4,309,354,0.0017,22.4,1,1,0.0054,20.8,225,267,0.93,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Bacillus anthracis OX=1392 GN=pyrD PE=3 SV=1"
952,B9MS26,300,354,0.0017,22.4,1,1,0.0048,20.9,223,267,0.89,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / Z-1320) OX=521460 GN=pyrD PE=3 SV=1"
953,B7IUP4,309,354,0.0017,22.4,1,1,0.0054,20.8,225,267,0.93,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Bacillus cereus (strain G9842) OX=405531 GN=pyrD PE=3 SV=1"
954,Q819S5,309,354,0.0017,22.4,1,1,0.0054,20.8,225,267,0.93,"Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit OS=Bacillus cereus (strain ATCC 14579 / DSM 31 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NRRL B-3711) OX=226900 GN=pyrD PE=3 SV=1"
955,Q3Z0G1,246,354,0.0018,22.4,1,2,0.038,18.0,57,111,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Shigella sonnei (strain Ss046) OX=300269 GN=hisA PE=3 SV=1
956,Q3Z0G1,246,354,0.0018,22.4,2,2,9.4e+02,3.5,202,231,0.87,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Shigella sonnei (strain Ss046) OX=300269 GN=hisA PE=3 SV=1
957,C0RFX3,261,354,0.0018,22.4,1,2,4.7,11.1,56,114,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Brucella melitensis biotype 2 (strain ATCC 23457) OX=546272 GN=hisF PE=3 SV=1
958,C0RFX3,261,354,0.0018,22.4,2,2,7.5,10.5,190,218,0.79,Imidazole glycerol phosphate synthase subunit HisF OS=Brucella melitensis biotype 2 (strain ATCC 23457) OX=546272 GN=hisF PE=3 SV=1
959,Q8YE37,261,354,0.0018,22.4,1,2,4.7,11.1,56,114,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094) OX=224914 GN=hisF PE=3 SV=1
960,Q8YE37,261,354,0.0018,22.4,2,2,7.5,10.5,190,218,0.79,Imidazole glycerol phosphate synthase subunit HisF OS=Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094) OX=224914 GN=hisF PE=3 SV=1
961,A5VT43,261,354,0.0018,22.4,1,2,4.7,11.1,56,114,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Brucella ovis (strain ATCC 25840 / 63/290 / NCTC 10512) OX=444178 GN=hisF PE=3 SV=1
962,A5VT43,261,354,0.0018,22.4,2,2,7.5,10.5,190,218,0.79,Imidazole glycerol phosphate synthase subunit HisF OS=Brucella ovis (strain ATCC 25840 / 63/290 / NCTC 10512) OX=444178 GN=hisF PE=3 SV=1
963,A9M9R9,261,354,0.0018,22.4,1,2,4.7,11.1,56,114,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Brucella canis (strain ATCC 23365 / NCTC 10854) OX=483179 GN=hisF PE=3 SV=1
964,A9M9R9,261,354,0.0018,22.4,2,2,7.5,10.5,190,218,0.79,Imidazole glycerol phosphate synthase subunit HisF OS=Brucella canis (strain ATCC 23365 / NCTC 10854) OX=483179 GN=hisF PE=3 SV=1
965,B0CJI6,261,354,0.0018,22.4,1,2,4.7,11.1,56,114,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Brucella suis (strain ATCC 23445 / NCTC 10510) OX=470137 GN=hisF PE=3 SV=1
966,B0CJI6,261,354,0.0018,22.4,2,2,7.5,10.5,190,218,0.79,Imidazole glycerol phosphate synthase subunit HisF OS=Brucella suis (strain ATCC 23445 / NCTC 10510) OX=470137 GN=hisF PE=3 SV=1
967,B2S984,261,354,0.0018,22.4,1,2,4.7,11.1,56,114,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Brucella abortus (strain S19) OX=430066 GN=hisF PE=3 SV=1
968,B2S984,261,354,0.0018,22.4,2,2,7.5,10.5,190,218,0.79,Imidazole glycerol phosphate synthase subunit HisF OS=Brucella abortus (strain S19) OX=430066 GN=hisF PE=3 SV=1
969,Q2YQY8,261,354,0.0018,22.4,1,2,4.7,11.1,56,114,0.86,Imidazole glycerol phosphate synthase subunit HisF OS=Brucella abortus (strain 2308) OX=359391 GN=hisF PE=3 SV=1
970,Q2YQY8,261,354,0.0018,22.4,2,2,7.5,10.5,190,218,0.79,Imidazole glycerol phosphate synthase subunit HisF OS=Brucella abortus (strain 2308) OX=359391 GN=hisF PE=3 SV=1
